task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
49,helper function extraction; early return; guard clause; temporary variable; slicing; type check; empty input handling; import reorganization; builtin function,function renaming; helper function extraction; variable renaming; temporary variable; import reorganization; guard clause; early return; reversed condition; input validation; empty input handling; boundary case handling; standard library helper,function renaming; helper function extraction; guard clause; early return; input validation; empty input handling; temporary variable; list conversion; import reorganization; builtin function,helper function extraction;input validation;type check;guard clause;boundary case handling;import reorganization;standard library helper;tuple unpacking;temporary variable;reversed condition,function renaming; import reorganization; helper function extraction; early return; guard clause; type check; input validation; empty input handling; boundary case handling; temporary variable; in-place mutation; tensor boolean masking
50,helper function extraction;import reorganization;variable renaming;tuple unpacking;early return;split condition;input validation;type conversion;boundary case handling;behavior change,helper function extraction; variable renaming; tuple unpacking; map/filter usage; import reorganization; temporary variable; early return; input validation; type conversion; boundary case handling; behavior change,variable renaming; helper function extraction; tuple unpacking; early return; guard clause; input validation; type conversion; boundary case handling; import reorganization; standard library helper; temporary variable; aspect-ratio-cropping,variable renaming;tuple unpacking;slicing;combined condition;guard clause;early return;helper function extraction;input validation;type conversion;import reorganization;interpolation fallback;flattened conditional,variable renaming; helper function extraction; import reorganization; tuple unpacking; early return; guard clause; flattened conditional; combined condition; branch reordering; try-except wrapper; input validation; type conversion; boundary case handling; error suppression
51,guard clause; input validation; boundary case handling; type conversion; temporary variable; import reorganization; literal rewrite; helper function extraction; behavior change,loop rewrite; for loop; accumulator list; input validation; exception handling; type conversion; boundary case handling; variable renaming,helper function extraction;guard clause;sentinel flag;import reorganization;tuple unpacking;temporary variable;standard library helper;sliding window;input validation;boundary case handling,,
52,,,,,
53,,,,,
54,,,,,
55,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
100,,,,,
101,,,,,
102,,,,,
103,,,,,
104,,,,,
105,,,,,
106,,,,,
107,,,,,
108,,,,,
109,,,,,
110,,,,,
111,,,,,
112,,,,,
113,,,,,
114,,,,,
115,,,,,
116,,,,,
117,,,,,
118,,,,,
119,,,,,
120,,,,,
121,,,,,
122,,,,,
123,,,,,
124,,,,,
125,,,,,
126,,,,,
127,,,,,
128,,,,,
129,,,,,
130,,,,,
131,,,,,
132,,,,,
133,,,,,
134,,,,,
135,,,,,
136,,,,,
137,,,,,
138,,,,,
139,,,,,
140,,,,,
