task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
79,helper function extraction; temporary variable; literal rewrite,helper function extraction; while loop; mathematical formula; accumulator string; early return; boundary case handling; parameter renaming,helper function extraction; builtin function; slicing; formatting only,helper function extraction; function renaming; parameter renaming; while loop; accumulator string; mathematical formula,helper function extraction; function renaming; parameter renaming; variable renaming; while loop; accumulator string; algorithmic
80,function definition; slicing; set conversion; builtin function,helper function extraction;branch reordering;formatting only,helper function extraction; set conversion; builtin function,helper function extraction; function renaming; state variable; sentinel flag; loop rewrite; branch reordering,helper function extraction; reversed condition; conditional expression; builtin function; loop rewrite; generator expression; slicing; set conversion; any/all usage
81,function definition; data structure change; dictionary lookup; list comprehension; generator expression; flattened conditional; variable renaming,helper function extraction; list comprehension; parameter renaming; behavior change; early return,helper function extraction; list comprehension; dictionary lookup; generator expression; sort key; default value handling,helper function extraction;variable renaming;data structure extraction;list comprehension;generator expression;builtin function;flattened conditional,helper function extraction;list comprehension;enumerate loop;early return;variable renaming;list conversion
82,helper function extraction; parameter renaming; mathematical formula; early return,function definition; helper function extraction; parameter renaming; early return,variable renaming; helper function extraction; algorithmic change; sieve of eratosthenes; list; slicing; boolean array,helper function extraction; algorithmic optimization; early return; mathematical formula; loop rewrite; parameter renaming,third-party library usage; helper function extraction; loop rewrite
83,function renaming; formatting only; temporary variable; mathematical formula; behavior change,function definition;accumulator variable;for loop;type conversion;string slicing;brute force;mathematical formula,function definition;mathematical formula;brute force;for loop;accumulator variable;string conversion;string indexing;character comparison,function definition; mathematical formula; behavior change,function renaming; temporary variable; mathematical formula
84,helper function extraction; variable renaming; behavior change,function definition; temporary variable; map/filter usage; behavior change,behavior change;helper function extraction;state variable;while loop;mathematical formula,behavior change; helper function extraction; while loop; temporary variable; accumulator variable; mathematical formula; builtin function; slicing,behavior change;helper function extraction;recursion
85,helper function extraction; enumerate loop; generator expression; combined condition; variable renaming,helper function extraction;for loop;enumerate loop;accumulator variable;combined condition,helper function extraction; enumerate loop; temporary variable; combined condition,helper function extraction; for loop; temporary variable; in-place mutation,helper function extraction; loop rewrite; while loop; accumulator variable; index-based loop
86,helper function extraction; temporary variable; for loop; index-based loop; in-place mutation; builtin function; conditional; behavior change,function definition; builtin function; conditional expression; behavior change; generator expression,helper function extraction; for loop; accumulator list; list comprehension; in-place mutation; join/split usage,helper function extraction; behavior change; generator expression; type conversion; builtin function; default value handling,helper function extraction; for loop; accumulator list; conditional; builtin function; behavior change; variable renaming
87,helper function extraction; loop rewrite; enumerate loop; accumulator list; variable renaming; sort key; in-place mutation; lambda expression`,helper function extraction;builtin function;variable renaming;sort key;lambda expression,helper function extraction; enumerate loop; list comprehension; accumulator list; sort key; lambda expression; mathematical formula,helper function extraction; list comprehension; for loop; enumerate loop; while loop; accumulator list; builtin function; sort key; lambda expression; tuple unpacking,helper function extraction; accumulator dict; enumerate loop; membership test; in-place mutation; list comprehension; sorting-based approach; lambda expression; tuple unpacking
88,helper function extraction; parameter renaming; guard clause; boundary case handling; copy before mutation; flattened conditional,function definition; copy before mutation; in-place mutation; early return; guard clause; boundary case handling; builtin function,function extraction; guard clause; slicing; boundary case handling; behavior change; lambda expression; sort key; conditional expression to if-else block,helper function extraction; copy before mutation; guard clause; empty input handling; boundary case handling; brute force; for loop; index-based loop; nested conditional; in-place mutation; tuple unpacking;,algorithmic change: merge sort; helper function extraction; recursion; divide and conquer; function definition; copy before mutation; early return; base case; while loop; accumulator list; temporary variable; in-place
89,variable renaming; builtin function; type conversion; mathematical formula; string formatting change,helper function extraction;function renaming;variable renaming;builtin function;nested conditional;behavior change;literal rewrite,function renaming; variable renaming; builtin function; mathematical formula; type conversion; nested conditional,builtin function;slicing;string formatting change;behavior change,variable renaming; builtin function; string formatting change; type conversion; mathematical formula; behavior change
90,function definition; guard clause; temporary variable,function definition; early return; guard clause; mathematical formula; generator expression; membership test; builtin function,function definition;early return;guard clause;set conversion;list conversion;in-place mutation;conditional expression;branch reordering,helper function extraction;early return;temporary variable;state variable;loop rewrite;two pointer;tuple unpacking;boundary case handling;algorithmic change,function definition; guard clause; accumulator set; temporary variable; state variable; for loop; membership test; in-place mutation; nested conditional; combined condition; conditional expression; sentinel flag; single pass algorithm
91,helper function extraction; regex usage; builtin function; behavior change; generator expression,builtin function;string formatting change;behavior change;generator expression;membership test,builtin function; loop rewrite; nested conditional; string formatting change; behavior change; helper function extraction,function renaming; loop rewrite; accumulator list; accumulator string; temporary variable; membership test; builtin function; boundary case handling; string comparison; slicing; regex usage; standard library helper,loop rewrite; accumulator string; temporary variable; sentinel flag; builtin function; string formatting change; behavior change
92,helper function extraction; flattened conditional; conditional expression; combined condition; behavior change,helper function extraction; all/any usage; generator expression; guard clause; early return; sorting-based approach; mathematical formula; list conversion; slicing,helper function extraction; list conversion; type check; generator expression; builtin function; guard clause; for loop; index-based loop; slicing; behavior change,helper function extraction; builtin function; generator expression; guard clause; type check; behavior change**,helper function extraction; parameter renaming; behavior change; builtin function; conditional expression
93,helper function extraction;accumulator string;for loop;membership test;nested conditional;mathematical formula;builtin function;behavior change,function definition;accumulator string;for loop;membership test;conditional expression;loop rewrite;behavior change,function renaming; list conversion; accumulator list; index-based loop; nested conditional; mathematical formula; builtin function; behavior change; in-place mutation; join/split usage; membership test,function renaming;accumulator string;for loop;membership test;conditional expression;mathematical formula;builtin function;behavior change;string formatting change,function renaming;accumulator string;for loop;loop rewrite;builtin function;membership test;nested conditional;mathematical formula;in-place mutation;behavior change
94,variable renaming;input validation;boundary case handling;loop rewrite;generator expression;builtin function;default value handling,function renaming; variable renaming; input validation; list comprehension; builtin function; empty input handling,function renaming; boundary case handling; loop rewrite; map/filter usage; builtin function; default value handling; variable renaming,helper function extraction;algorithmic change;sieve of eratosthenes;loop rewrite;list comprehension;builtin function;empty input handling;variable renaming;parameter renaming,function renaming; variable renaming; loop rewrite; split condition; early return; input validation; empty input handling
95,function renaming; parameter renaming; builtin function; loop rewrite; generator expression; any/all usage; flattened conditional; sentinel flag removal; temporary variable,function renaming;early return;builtin function;generator expression;any/all usage;membership test;type check;flattened conditional;combined condition,early return;builtin function;list conversion;generator expression;all/any usage;list comprehension;combined condition;behavior change;helper function extraction,helper function extraction; function renaming; empty input handling; builtin function; list conversion; all/any usage; generator expression; flattened conditional; early return; sentinel flag; conditional expression; branch reordering;,builtin function; empty input handling; list conversion; generator expression; all/any usage; helper function extraction; loop rewrite; flattened conditional; state variable; early return; behavior change
96,helper function extraction; function renaming; early return; mathematical formula; boundary case handling,function renaming; variable renaming; mathematical formula,sieve of eratosthenes; helper function extraction; list comprehension; mathematical formula; function renaming,variable renaming;builtin function;generator expression;loop rewrite;flattened conditional;mathematical formula;helper function extraction,helper function extraction; list comprehension; early return; mathematical formula; function renaming; boundary case handling; builtin function
97,function definition; redundant operation removal; formatting only,helper function extraction; mathematical formula; temporary variable,helper function extraction; behavior change; type conversion; slicing; temporary variable; builtin function,helper function extraction; function definition; redundant code removal,helper function extraction; behavior change
98,helper function extraction; enumerate loop; combined condition; explicit check,helper function extraction; set conversion; builtin function; generator expression; enumerate loop; loop rewrite; temporary variable,function definition;function renaming;combined condition;builtin function;literal rewrite,helper function extraction; generator expression; enumerate loop; builtin function; temporary variable; membership test,function definition; enumerate loop; list comprehension; builtin function; combined condition; temporary variable removal
99,redundant code removal;mathematical formula;conditional expression;builtin function;flattened conditional,helper function extraction; temporary variable; conditional expression; branch reordering; behavior change,helper function extraction; import reorganization; mathematical formula; builtin function; behavior change; simplified logic,helper function extraction; mathematical formula; conditional expression; branch reordering; behavior change; type conversion; temporary variable,standard library helper;type conversion;behavior change;algorithmic;import reorganization
100,function definition; loop rewrite; accumulator list; conditional statement; temporary variable</code>,helper function extraction; conditional expression,list comprehension; loop rewrite; accumulator list; temporary variable; helper function extraction; conditional expression; literal rewrite,helper function extraction; loop rewrite; accumulator list; conditional expression,helper function extraction;recursion;accumulator list;parameter renaming;recursion with base case;redundant conditional;behavior change
101,helper function extraction; builtin function; loop rewrite; accumulator list; empty input handling,accumulator list;accumulator string;temporary variable;state variable;membership test;loop rewrite;manual string splitting;boundary case handling,function renaming; import reorganization; standard library helper; regex usage; loop rewrite; flattened conditional,helper function extraction; behavior change; accumulator list; accumulator string; single pass; character-by-character processing,accumulator list; accumulator string; temporary variable; state variable; string concatenation; membership test; boundary case handling; loop rewrite
102,function extraction; loop rewrite; for loop; early return; branch reordering,function definition;list comprehension;generator expression;builtin function;conditional expression;behavior change,helper function extraction; loop rewrite; while loop; in-place mutation,function renaming;helper function extraction;loop rewrite;accumulator variable;conditional expression;early return;algorithmic change,helper function extraction; generator expression; builtin function; default value handling; flattened conditional
103,helper function extraction; variable renaming; reversed condition; builtin function,helper function extraction; variable renaming; mathematical formula; loop rewrite,function definition; reversed condition; temporary variable; variable renaming,function definition; variable renaming; reversed condition; mathematical formula,helper function extraction; reversed condition; list comprehension; builtin function; variable renaming
104,list comprehension; helper function extraction; reversed condition; any/all usage,helper function extraction; variable renaming; literal rewrite,helper function extraction; list comprehension; loop rewrite; early return; mathematical formula; function renaming,helper function extraction; variable renaming; temporary variable; membership test; literal rewrite,helper function extraction; function renaming; list comprehension; set conversion; membership test; builtin function; string conversion
105,variable renaming;list comprehension;conditional expression;flattened conditional,list comprehension; index-based lookup; exception handling; variable renaming; parameter renaming; function renaming,helper function extraction;dict comprehension;list comprehension;flattened conditional;type conversion;membership test;builtin function,list comprehension; input validation; combined condition; in-place mutation; exception handling; list conversion,literal rewrite;builtin function;lambda expression;list comprehension;loop rewrite;exception handling;branch reordering;index-based loop
106,variable renaming; builtin function; temporary variable,function definition; variable renaming; standard library helper; builtin function; loop rewrite,variable renaming;function renaming;helper function extraction;builtin function;functools reduce;standard library helper;loop rewrite,function extraction; helper function extraction; recursion; builtin function; variable renaming; temporary variable,function renaming; variable renaming; accumulator list; in-place mutation; loop rewrite; builtin function; map/filter usage; join/split usage
107,helper function inlining;temporary variable;nested conditional;variable renaming;function encapsulation,function renaming; variable renaming; helper function extraction; generator expression; builtin function; split condition,helper function inlining; accumulator list; combined condition; list indexing; tuple conversion,function renaming; parameter renaming; helper function extraction; accumulator list; flattened conditional; mathematical formula; list conversion,function renaming; helper function inlining; temporary variable; boundary case handling; nested conditional
108,helper function inlining;behavior change;builtin function;generator expression;any/all usage;sum/len rewrite,helper function inlining; behavior change; list comprehension; generator expression; map/filter usage; for loop; accumulator variable; builtin function; type conversion,helper function inlining; behavior change; builtin function; list comprehension; generator expression; map/filter usage; lambda expression; list conversion; type conversion,function renaming; builtin function; behavior change; generator expression; list comprehension; map/filter usage; lambda expression; temporary variable,helper function extraction; behavior change; builtin function; generator expression; map/filter usage; any/all usage; type conversion; string formatting change)
109,function definition;variable renaming;loop rewrite;builtin function;flattened conditional,function definition; variable renaming; empty input handling; loop rewrite; slicing; membership test,function extraction; variable inlining; loop rewrite; branch reordering; behavior change,function renaming; builtin function; slicing; loop rewrite; temporary variable; algorithmic change,function definition;variable renaming;builtin function;generator expression;all/any usage;temporary variable removal;algorithmic improvement
110,helper function extraction;list comprehension;temporary variable;builtin function,variable renaming; loop rewrite; generator expression; builtin function; branch reordering,helper function extraction;sorting-based approach;lambda expression;sort key;in-place mutation;list conversion;builtin function;generator expression;algorithmic change;behavior change;index-based loop,behavior change; function extraction; while loop; nested conditional; enumerate loop; in-place mutation; generator expression; any/all usage; greedy strategy,behavior change; standard library helper; list comprehension; generator expression; any/all usage; in-place mutation; index-based loop; data structure change
111,function renaming; variable renaming; early return; empty input handling; accumulator dict; membership test; builtin function; dict comprehension; frequency counting; algorithmic efficiency,function renaming; join/split usage; empty input handling; guard clause; frequency counting; dictionary lookup; builtin function; dict comprehension; temporary variable; algorithmic optimization,function extraction;standard library helper;algorithmic;efficiency improvement;input validation;empty input handling;variable renaming;literal rewrite;dictionary comprehension;builtin function,function definition; parameter renaming; variable renaming; empty input handling; set conversion; dict comprehension; builtin function; membership test,function renaming; parameter renaming; builtin function; empty input handling; frequency counting; accumulator dict; sorting-based approach; string formatting change; temporary variable
112,function definition; reversed condition; literal rewrite,function definition; variable renaming; for loop; accumulator string; list comprehension; join/split usage,list comprehension; while loop; index-based loop; in-place mutation; list conversion; join/split usage; slicing; membership test,function definition; list comprehension; type conversion; behavior change,function definition; helper function extraction
113,list comprehension;f-string;string formatting change;temporary variable;literal rewrite;function renaming,function renaming;helper function extraction;list comprehension;f-string;variable renaming;literal rewrite,helper function extraction; list comprehension; f-string; literal rewrite; temporary variable; for loop,function renaming; helper function extraction; list comprehension; f-string; mathematical formula; temporary variable,function renaming;list comprehension;f-string;generator expression;enumerate loop;conditional expression;join/split usage;mathematical formula;temporary variable inlining
114,algorithmic change; helper function extraction; variable renaming; literal rewrite; type conversion; empty input handling,helper function extraction; nested loop; brute force; temporary variable; builtin function; literal rewrite,helper function extraction;recursion;base case;sentinel flag;mathematical formula;behavior change,function renaming;parameter renaming;temporary variable;accumulator list;stack-based;conditional expression;builtin function;membership test,function renaming; temporary variable; accumulator variable; mathematical formula; generator expression; conditional expression; builtin function; standard library helper; loop rewrite; variable renaming
115,function definition; variable renaming; generator expression; mathematical formula,loop rewrite; accumulator variable; variable renaming,function renaming;accumulator variable;for loop;while loop;mathematical formula;loop rewrite,for loop; accumulator variable; temporary variable; conditional expression; builtin function; variable renaming,helper function extraction; builtin function; conditional expression; mathematical formula
116,helper function extraction; sort key; behavior change; builtin function; lambda expression`,function definition;helper function extraction;sort key;algorithmic optimization;builtin function;behavior change,function definition; builtin function; sort key; behavior change,helper function extraction;algorithmic change;tuple unpacking;lambda expression;builtin function;abs function usage,function definition; in-place mutation; sort key; lambda expression; builtin function; behavior change
117,helper function extraction; set conversion; generator expression; builtin function; membership test; variable renaming; temporary variable; join/split usage,list comprehension; generator expression; builtin function; set conversion; membership test; loop rewrite,helper function extraction;set conversion;generator expression;list comprehension;builtin function;membership test,helper function extraction; variable renaming; temporary variable; set conversion; membership test; loop rewrite,helper function extraction; set conversion; generator expression; builtin function; map/filter usage; list conversion; variable renaming; membership test
118,helper function extraction; function renaming; literal rewrite; loop rewrite; combined condition; boundary case handling; flattened conditional,helper function extraction; literal rewrite; new variable definition; combined condition; behavior change; boundary case handling; type conversion,helper function extraction;builtin function;combined condition;loop rewrite;set conversion;behavior change,function definition; literal rewrite; temporary variable; combined condition; loop rewrite; boundary case handling; early exit; sentinel flag`,function renaming; literal rewrite; set conversion; list conversion; loop rewrite; while loop; in-place mutation; combined condition; membership test; early return; empty input handling
119,function renaming; helper function renaming; behavior change; algorithmic change; builtin function; flattened conditional,function renaming; helper function extraction; stack-based; temporary variable; boolean expression simplification,function renaming; helper function extraction; builtin function; mathematical formula; early return; combined condition; behavior change; algorithmic change; redundant condition,behavior change; algorithmic change; builtin function; helper function extraction; flattened conditional,function renaming; variable renaming; parameter renaming; conditional expression; literal rewrite; in-place mutation
120,helper function extraction; builtin function; sorting-based approach; slicing; in-place mutation; boundary case handling,behavior change; builtin function; sorting-based approach; slicing; copy before mutation,list comprehension; membership test; builtin function; slicing; sort key; flattened conditional; behavior change,standard library helper; builtin function; heap-based; sorting-based approach,sorting-based approach; slicing; early return
121,behavior change; slicing; generator expression; literal rewrite,behavior change; list comprehension; for loop; accumulator variable; enumerate loop; index-based loop; combined condition; split condition,list comprehension; slicing; builtin function; lambda expression; map/filter usage; behavior change,behavior change; temporary variable; index-based loop; builtin function,helper function extraction; loop rewrite; accumulator variable; variable renaming; behavior change
122,helper function extraction; variable renaming; builtin function; behavior change,function definition;behavior change;loop rewrite;accumulator variable;slicing;combined condition,helper function extraction; builtin function; map/filter usage; slicing; behavior change,helper function extraction; function renaming; accumulator variable; for loop; index-based loop; builtin function; behavior change,function definition; list comprehension; behavior change; mathematical formula
123,function definition; helper function extraction; behavior change; type conversion; list comprehension; accumulator list,helper function extraction; type conversion; accumulator list; accumulator set; set conversion; loop rewrite; membership test,helper function extraction; recursion; loop rewrite; list comprehension; default value handling; integer division,helper function extraction; type conversion; accumulator list; loop rewrite; branch reordering,helper function extraction; type conversion; list comprehension; set conversion; sorting-based approach; behavior change
124,function definition;behavior change;builtin function;tuple unpacking;exception handling;combined condition;reversed condition,input validation; type check; conditional expression; reversed condition; behavior change,regex usage;builtin function;input validation;combined condition;early return;exception handling,standard library helper; helper function extraction; exception handling; import reorganization; behavior change,function definition;constant definition;list indexing;builtin function;map/filter usage;combined condition;early return;input validation;exception handling;algorithmic change;data structure change;behavior change
125,helper function extraction; function renaming; behavior change; join/split usage; generator expression; builtin function; membership test; algorithmic change,helper function extraction; loop rewrite; accumulator variable; reversed condition; behavior change,helper function extraction; nested conditional; behavior change; generator expression; builtin function; variable renaming,helper function extraction;flattened conditional;conditional expression;generator expression;behavior change;literal rewrite,helper function extraction;import reorganization;regex usage;conditional expression;list comprehension;generator expression;builtin function;behavior change
126,behavior change; helper function extraction; builtin function; set conversion; conditional expression,function renaming; helper function extraction; set conversion; builtin function; early return; index-based loop; behavior change,function renaming; parameter renaming; accumulator set; early return; index-based loop; membership test; behavior change,behavior change; function renaming; helper function extraction; frequency counting; set conversion; all/any usage; generator expression; conditional expression; early return; mathematical formula,function renaming; behavior change; loop rewrite; early return; set conversion; frequency counting; flattened conditional**
127,function renaming; variable renaming; early return; combined condition; algorithmic optimization; conditional expression; behavior change,parameter renaming;combined condition;early return;loop rewrite;mathematical formula;helper function extraction;function renaming;variable renaming;boundary case handling;behavior change;conditional expression,parameter renaming; variable renaming; combined condition; guard clause; behavior change; conditional expression; function extraction,helper function extraction;algorithmic change;sieve of eratosthenes;behavior change;mathematical formula;guard clause;variable renaming;conditional expression;list comprehension;membership test,tuple unpacking; mathematical formula; algorithmic optimization; guard clause; early return; conditional expression
128,function renaming; loop rewrite; state variable; in-place mutation; generator expression; builtin function; conditional expression,helper function extraction; for loop; state variable; in-place mutation; accumulator variable; builtin function; type conversion; flattened conditional,function renaming; variable renaming; for loop; iterative sign multiplication; map/filter usage; conditional expression; in-place mutation,function definition;variable renaming;list comprehension;nested conditional;for loop;accumulator variable;generator expression;builtin function;formatting only,function definition; list comprehension; conditional expression; accumulator list; accumulator variable; enumerate loop; loop rewrite; single pass algorithm
129,function renaming; helper function extraction; recursion; graph traversal; algorithmic change; accumulator list; temporary variable; tuple unpacking; list conversion,helper function extraction;graph traversal;early return;accumulator list;temporary variable;tuple unpacking;nested conditional;behavior change,helper function extraction;recursion with base case;generator expression;nested function;tuple unpacking;builtin function;list comprehension;range loop;conditional expression;graph traversal;early return,algorithmic change; data structure change; heap-based; helper function extraction; early return; list comprehension; standard library helper; tuple unpacking; combined condition; temporary variable; list concatenation; import reorganization,helper function extraction; stack-based; graph traversal; brute force; loop rewrite; tuple unpacking; list comprehension; temporary variable; list conversion; boundary case handling; behavior change
130,variable renaming;literal rewrite;mathematical formula;slicing;behavior change,function definition; variable renaming; literal rewrite; slicing; builtin function; mathematical formula change; behavior change,function definition; early return; boundary case handling; variable renaming; literal rewrite; mathematical formula; slicing,helper function extraction; recursion; behavior change; temporary variable; slicing,function wrapping; helper function extraction; recursion; memoization; dictionary lookup; algorithmic change; slicing
131,function definition; temporary variable; conditional expression; literal rewrite,list comprehension; type conversion; guard clause; empty input handling; accumulator list; for loop; in-place mutation,loop rewrite;conditional expression;sentinel flag;temporary variable;function definition;literal rewrite,helper function extraction;map/filter usage;reversed condition;in-place mutation;temporary variable;conditional expression;flattened conditional,list comprehension; loop rewrite; accumulator list; temporary variable; conditional expression; standard library helper; builtin function; import reorganization; function renaming
132,helper function extraction; stack-based; early return; membership test; temporary variable; loop rewrite,function renaming;temporary variable;state variable;builtin function;mathematical formula;loop rewrite;early return;algorithmic change,function renaming; parameter renaming; temporary variable; for loop; early return; guard clause; behavior change; algorithmic change,helper function extraction; loop rewrite; string formatting change; early return; builtin function; membership test; split/join usage,function renaming; stack-based; behavior change; early return; empty input handling
133,helper function extraction; list comprehension; builtin function,helper function extraction; variable renaming; formatting only,helper function extraction;loop rewrite;map/filter usage;lambda expression;builtin function,helper function extraction; variable renaming; index-based loop; temporary variable,helper function extraction;builtin function;generator expression;loop rewrite;type conversion
134,helper function extraction; empty input handling; builtin function; behavior change; guard clause,helper function extraction; input validation; empty input handling; variable renaming; builtin function; behavior change,helper function extraction; function renaming; guard clause; empty input handling; builtin function; behavior change; string method usage; conditional expression,helper function extraction; input validation; empty input handling; boundary case handling; early return; guard clause; temporary variable; builtin function; join/split usage; behavior change; literal rewrite`,function definition; input validation; empty input handling; builtin function; behavior change; temporary variable; string formatting change
135,helper function extraction; variable renaming; for loop; reversed condition; index-based loop,loop rewrite; early return; temporary variable,helper function extraction; variable renaming; for loop,function renaming;for loop;enumerate loop;zip usage;early return;reversed condition;behavior change,loop rewrite; enumerate loop; slicing; early return; behavior change
136,helper function extraction; variable renaming; list comprehension; map/filter usage; lambda expression,function definition; for loop; state variable; default value handling; flattened conditional,helper function extraction;list comprehension;sorting-based approach;builtin function,function extraction; helper function extraction; list comprehension; variable renaming; conditional expression,list comprehension; helper function extraction; functools reduce; import reorganization; empty input handling
137,function renaming; helper function extraction; temporary variable; conditional expression; type check; type conversion; string formatting change; branch reordering; nested conditional,helper function extraction; parameter mutation; type conversion; conditional expression; branch reordering; type check; default value handling,helper function extraction; temporary variable; type conversion; flattened conditional; branch reordering; behavior change,helper function extraction; temporary variable; type conversion; string formatting change; conditional expression; in-place mutation; type check; branch reordering; flattened conditional; behavior change,function extraction;helper function extraction;temporary variable;type conversion;behavior change;branch reordering
138,helper function extraction; function renaming; guard clause; early return; behavior change,helper function extraction; recursion; base case; guard clause; behavior change,helper function extraction; guard clause; reversed condition,function renaming; dynamic programming; list comprehension; generator expression; boolean logic; nested conditional; algorithmic change; behavior change,behavior change; algorithmic change; nested loop; accumulator variable; function definition
139,function definition; variable renaming; loop rewrite; nested loop; algorithmic change,function extraction; function renaming; variable renaming; loop rewrite; standard library helper; import reorganization,helper function extraction; recursion; recursion with base case; loop rewrite; variable renaming,helper function extraction; accumulator list; loop rewrite; temporary variable,helper function extraction; variable renaming; accumulator list; loop rewrite; prefix/suffix computation
140,function renaming;for loop;variable renaming;temporary variable;behavior change;conditional expression;empty input handling,regex usage;lambda expression;builtin function;conditional expression,function extraction;variable renaming;loop rewrite;state variable;behavior change,builtin function; split/join usage; for loop; enumerate loop; string manipulation; behavior change,helper function extraction;variable renaming;for loop;accumulator list;stack-based
141,helper function extraction; variable renaming; generator expression; builtin function; behavior change; combined condition; literal rewrite; early return; guard clause,function extraction;parameter renaming;variable renaming;literal rewrite;early return;guard clause;combined condition;behavior change;builtin function;generator expression;membership test;string formatting change,function definition;variable renaming;combined condition;literal rewrite;generator expression;behavior change,standard library helper;regex usage;generator expression;builtin function;flattened conditional;combined condition;early return;conditional expression,helper function extraction;variable renaming;constant definition;flattened conditional;combined condition;generator expression;builtin function;behavior change
142,helper function extraction;enumerate loop;temporary variable;combined condition,helper function extraction; enumerate loop; conditional expression; generator expression; variable renaming,helper function extraction; accumulator list; temporary variable; redundant condition removal,helper function extraction; enumerate loop; generator expression,helper function extraction; temporary variable; enumerate loop; combined condition; conditional expression; behavior change
143,helper function extraction;algorithmic improvement;early return;sentinel flag;mathematical formula;function renaming;variable renaming,helper function extraction; loop rewrite; generator expression; builtin function; mathematical formula; early return; combined condition,helper function extraction; algorithmic optimization; set conversion; generator expression; builtin function; standard library helper; mathematical formula; temporary variable; list comprehension; membership test; string formatting change,helper function extraction;algorithmic optimization;memoization;generator expression;builtin function;naming;flattened conditional,helper function extraction; list comprehension; mathematical formula; early return; loop rewrite; sentinel flag; join/split usage
144,standard library helper; conditional expression; variable renaming; type conversion,variable renaming; helper function extraction; while loop; mathematical formula; type conversion; tuple unpacking,variable renaming; helper function extraction; list indexing; mathematical formula; frequency counting; loop rewrite; early return; behavior change,function definition; variable renaming; builtin function; mathematical formula; conditional expression,function definition; variable renaming; helper function extraction; algorithmic change; loop rewrite; mathematical formula; type conversion
145,helper function inlining; lambda expression; generator expression; builtin function; behavior change; tuple; sort key,function renaming; behavior change; tuple unpacking; enumerate loop; lambda expression; list comprehension,function renaming;behavior change;generator expression;lambda expression;tuple unpacking,helper function inlining; list comprehension; enumerate loop; generator expression; lambda expression; sort key; tuple unpacking; builtin function; type conversion; temporary variable; behavior change,function renaming; helper function extraction; behavior change; temporary variable; for loop; builtin function; list comprehension; enumerate loop; lambda expression; tuple unpacking
146,helper function extraction;combined condition;literal rewrite;builtin function;behavior change;function renaming,combined condition; flattened conditional; literal rewrite; temporary variable; builtin function; behavior change,generator expression;builtin function;flattened conditional;combined condition;literal rewrite;membership test;behavior change,helper function extraction; combined condition; mathematical formula; behavior change,generator expression;builtin function;set conversion;literal rewrite;flattened conditional;combined condition;loop rewrite;type conversion;abs usage
147,function definition;variable renaming;accumulator list;temporary variable,list comprehension;mathematical formula;frequency counting;modulo arithmetic;algorithmic optimization;temporary variable,function renaming; variable renaming; helper function extraction; algorithmic change; frequency counting; dictionary lookup; mathematical formula; two pointer,variable renaming;helper function extraction;recursion;guard clause;behavior change;different algorithm,helper function extraction;mathematical formula;frequency counting;modulo arithmetic;algorithmic optimization;list comprehension;temporary variable;integer division
148,variable renaming;list conversion;tuple unpacking;flattened conditional;branch reordering;slicing;builtin function,variable renaming;data structure change;flattened conditional;builtin function;tuple unpacking;type conversion,helper function extraction; variable renaming; list conversion; simplified condition; tuple unpacking; slicing; builtin function,helper function extraction; variable renaming; list conversion; flattened conditional; tuple unpacking; builtin function; behavior change,list conversion; variable renaming; list comprehension; tuple unpacking; slicing; builtin function; flattened conditional
149,list comprehension;lambda expression;sort key;behavior change,list comprehension; lambda expression; sort key; in-place mutation; behavior change; helper function extraction,builtin function;lambda expression;list comprehension;behavior change;sort key,function definition; helper function extraction; builtin function; list conversion; lambda expression; sort key; tuple unpacking; in-place mutation,helper function extraction; variable renaming; lambda expression; sort key; behavior change
150,helper function extraction;combined condition;mathematical formula;loop rewrite;control flow simplification,function definition; helper function extraction; early return; branch reordering; conditional expression; literal rewrite,helper function extraction; parameter renaming; standard library helper; temporary variable; mathematical formula; builtin function; behavior change; early return,helper function extraction;conditional expression;boundary case handling;behavior change`,helper function extraction; algorithmic replacement; external library usage; conditional expression
151,function extraction; generator expression; type check; behavior change,helper function extraction; for loop; accumulator variable; type check; behavior change; in-place mutation; variable renaming,helper function extraction; type check; behavior change; generator expression; variable renaming,helper function extraction;map/filter usage;lambda expression;type check;behavior change,function renaming; variable renaming; list comprehension; for loop; accumulator list; type check; behavior change
152,helper function extraction; parameter renaming; conditional expression,helper function extraction; loop rewrite; accumulator list; index-based loop; explicit conditional,helper function extraction; map/filter usage; lambda expression; conditional expression; list conversion,helper function extraction; loop rewrite; accumulator list; variable renaming,helper function extraction; function renaming; parameter renaming; variable renaming
153,helper function extraction; loop rewrite; builtin function; generator expression; variable renaming; redundant condition removal,helper function extraction;builtin function;generator expression;sort key;variable renaming;function definition,list comprehension; generator expression; builtin function; conditional expression; lambda expression; accumulator list; loop rewrite; variable renaming,helper function extraction;standard library helper;loop rewrite;accumulator variables;variable renaming;parameter renaming;redundant check removal</code>,helper function extraction;variable renaming;literal rewrite;builtin function;generator expression;default value handling;sentinel flag
154,helper function extraction;guard clause;builtin function;membership test;slicing;loop rewrite,guard clause; early return; list comprehension; slicing; generator expression; any/all usage; membership test,helper function extraction;variable renaming;early return;input validation;loop rewrite;builtin function;membership test,guard clause; boundary case handling; helper function extraction; generator expression; slicing; membership test; any/all usage; map/filter usage,early return;guard clause;loop rewrite;generator expression;any/all usage;builtin function;temporary variable;string formatting change
