task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
62,variable renaming; helper function extraction; list comprehension; slicing; enumerate usage,helper function extraction; guard clause; empty input handling; map/filter usage; lambda expression; index-based loop; enumerate loop; list conversion,helper function extraction; loop rewrite; for loop; index-based loop; accumulator list; in-place mutation; list comprehension; enumerate loop; slicing,recursion with base case; helper function extraction; index-based loop; state variable; list comprehension,helper function extraction; zip usage; list comprehension; slicing; variable renaming; type annotation
63,loop rewrite; for loop; combined condition; tuple unpacking; state variable; dynamic programming,helper function extraction;combined condition;parameter renaming;import reorganization;standard library helper;memoization;recursion with base case,helper function extraction; loop rewrite; early return; combined condition; list comprehension; copy before mutation; temporary variable; matrix exponentiation; exponentiation by squaring,helper function extraction;loop rewrite;while loop;divide and conquer;tuple unpacking;guard clause;combined condition;state variable,helper function extraction; loop rewrite; while loop; early return; combined condition; accumulator list; temporary variable; matrix exponentiation; binary exponentiation
64,loop rewrite; enumerate loop; set conversion; literal rewrite; membership test; state variable; temporary variable; empty input handling; boundary case handling,helper function extraction; early return; combined condition; enumerate loop; generator expression; membership test; temporary variable; empty input handling; literal rewrite,import reorganization; regex usage; helper function extraction; guard clause; empty input handling; temporary variable; default value handling,recursion with base case;helper function extraction;default value handling;boundary case handling;function renaming;literal rewrite;membership test;temporary variable;generator expression,helper function extraction;guard clause;empty input handling;standard library helper;import reorganization;accumulator dict;dictionary lookup;frequency counting;literal rewrite;temporary variable
65,helper function extraction; guard clause; empty input handling; boundary case handling; behavior change; temporary variable,helper function extraction;flattened conditional;guard clause;standard library helper;join/split usage;temporary variable;empty input handling;boundary case handling,helper function extraction;guard clause;try-except wrapper;temporary variable;mathematical formula;prefix/suffix computation;empty input handling;boundary case handling;type conversion;error suppression,helper function extraction;loop rewrite;for loop;accumulator string;brute force;guard clause;empty input handling;boundary case handling;input validation;type conversion;temporary variable,helper function extraction;function renaming;guard clause;early return;flattened conditional;split condition;branch reordering;temporary variable;slicing;prefix/suffix computation;empty input handling;boundary case handling
66,function renaming; loop rewrite; for loop; generator expression; conditional expression; guard clause; temporary variable; state variable; literal rewrite; empty input handling,variable renaming; helper function extraction; generator expression; flattened conditional; guard clause; membership test,helper function extraction;import reorganization;regex usage;map/filter usage;generator expression;early return,function renaming; map/filter usage; lambda expression; literal rewrite; early return; generator expression; conditional expression; behavior change,function renaming;temporary variable;generator expression;type conversion;standard library helper;error suppression;literal rewrite;flattened conditional;behavior change
67,import reorganization; regex usage; map/filter usage; list conversion; helper function extraction; variable renaming; temporary variable; conditional expression; default value handling; empty input handling; behavior change,variable renaming; function renaming; accumulator list; temporary variable; generator expression; join/split usage; try-except wrapper; error suppression; default value handling; empty input handling; behavior change,function renaming; variable renaming; loop rewrite; while loop; index-based loop; accumulator list; temporary variable; combined condition; default value handling; boundary case handling; behavior change,helper function extraction;regex usage;list comprehension;conditional expression;temporary variable;empty input handling;behavior change,function renaming; variable renaming; try-except wrapper; accumulator list; list comprehension; generator expression; join/split usage; temporary variable; default value handling; error suppression; behavior change; combined condition
68,function renaming; loop rewrite; enumerate loop; state variable; tuple unpacking; variable renaming; early return; greedy strategy; empty input handling; combined condition,function renaming; variable renaming; list comprehension; enumerate loop; tuple unpacking; early return; empty input handling,helper function extraction;generator expression;enumerate loop;default value handling;temporary variable;guard clause,helper function extraction;functools reduce;generator expression;enumerate loop;sentinel flag;early return;empty input handling,helper function extraction; recursion; divide and conquer; tuple unpacking; map/filter usage
69,standard library helper; accumulator dict; loop rewrite; helper function extraction; combined condition; frequency counting; import reorganization,sorting-based approach; frequency counting; loop rewrite; while loop; early return; empty input handling; temporary variable; builtin function,accumulator dict;temporary variable;helper function extraction;early return;loop rewrite;membership test;default value handling;empty input handling,set conversion; brute force; early return; reversed condition; sorting-based approach; builtin function; loop rewrite,accumulator dict;dictionary lookup;heap-based;standard library helper;import reorganization;early return;loop rewrite;while loop
70,function renaming; variable renaming; loop rewrite; index-based loop; two pointer; sorting-based approach; standard library helper; early return; empty input handling; tuple unpacking; copy before mutation,variable renaming; function renaming; import reorganization; accumulator list; temporary variable; copy before mutation; standard library helper; while loop; sorting-based approach; queue-based,variable renaming;helper function extraction;recursion;loop rewrite;guard clause;copy before mutation;empty input handling,function renaming; loop rewrite; for loop; index-based loop; temporary variable; copy before mutation; builtin function; sorting-based approach; two pointer; boundary case handling,variable renaming; temporary variable; copy before mutation; accumulator list; loop rewrite; split condition; guard clause; behavior change
71,helper function extraction; import reorganization; try-except wrapper; type conversion; input validation; guard clause; boundary case handling; tuple unpacking; temporary variable; standard library helper; flattened conditional; literal rewrite,function renaming; variable renaming; import reorganization; try-except wrapper; input validation; boundary case handling; guard clause; early return; combined condition; temporary variable; standard library helper; type conversion; error suppression; behavior change,try-except wrapper;type conversion;input validation;guard clause;reversed condition;helper function extraction;temporary variable;boundary case handling;standard library helper;string formatting change;import reorganization;behavior change,helper function extraction;try-except wrapper;type conversion;input validation;guard clause;reversed condition;standard library helper;mathematical formula;temporary variable;boundary case handling;error suppression;literal rewrite,function renaming; variable renaming; temporary variable; combined condition; try-except wrapper; type conversion; input validation; standard library helper; mathematical formula; import reorganization; literal rewrite; guard clause
72,function renaming; loop rewrite; two pointer; slicing; combined condition; flattened conditional; branch reordering,function renaming; early return; for loop; temporary variable; two pointer; prefix/suffix computation; boundary case handling,helper function extraction;recursion with base case;loop rewrite;branch reordering;guard clause,loop rewrite;standard library helper;in-place mutation;state variable;early return;two pointer;branch reordering;import reorganization,function renaming; import reorganization; functools reduce; lambda expression; any/all usage; generator expression; loop rewrite; combined condition; flattened conditional; temporary variable
73,helper function extraction; variable renaming; temporary variable; index-based loop,variable renaming;loop rewrite;while loop;two pointer;helper function extraction;tuple unpacking,function renaming; loop rewrite; generator expression; zip usage; slicing; tuple unpacking; temporary variable; builtin function,recursion with base case; helper function extraction; loop rewrite; conditional expression; guard clause; variable renaming,helper function extraction; loop rewrite; while loop; standard library helper; in-place mutation; temporary variable; variable renaming; import reorganization
74,helper function extraction; loop rewrite; generator expression; builtin function; conditional expression; variable renaming,variable renaming; helper function extraction; loop rewrite; map/filter usage; builtin function; early return,helper function extraction; loop rewrite; conditional expression; functools reduce; lambda expression; import reorganization; temporary variable; variable renaming,helper function extraction; loop rewrite; generator expression; lambda expression; builtin function; sort key,loop rewrite;recursion with base case;helper function extraction;conditional expression
75,function renaming;guard clause;input validation;type check;helper function extraction;list comprehension;index-based loop;temporary variable;early return;boundary case handling;brute force,function renaming; guard clause; early return; loop rewrite; while loop; state variable; in-place mutation; frequency counting; input validation; boundary case handling,function renaming; helper function inlining; loop rewrite; for loop; while loop; early return; guard clause; temporary variable; factorization based search; sqrt trial division; input validation; type check; boundary case handling,function renaming;helper function extraction;recursion with base case;loop rewrite;while loop;list comprehension;in-place mutation;enumerate loop;early return;guard clause;input validation;type check;combined condition,function renaming;helper function inlining;loop rewrite;trial division;temporary variable;guard clause;early return;input validation;type check;boundary case handling
76,function renaming; loop rewrite; guard clause; try-except wrapper; in-place mutation; boundary case handling; input validation,function renaming; import reorganization; early return; guard clause; try-except wrapper; loop rewrite; while loop; temporary variable; standard library helper; builtin function; membership test; mathematical formula; boundary case handling; input validation,loop rewrite; recursion with base case; guard clause; boundary case handling,function renaming; variable renaming; guard clause; early return; loop rewrite; temporary variable; membership test; boundary case handling; input validation; brute force,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
100,,,,,
101,,,,,
102,,,,,
103,,,,,
104,,,,,
105,,,,,
106,,,,,
107,,,,,
108,,,,,
109,,,,,
110,,,,,
111,,,,,
112,,,,,
113,,,,,
114,,,,,
115,,,,,
116,,,,,
117,,,,,
118,,,,,
119,,,,,
120,,,,,
121,,,,,
122,,,,,
123,,,,,
124,,,,,
125,,,,,
126,,,,,
127,,,,,
128,,,,,
129,,,,,
130,,,,,
131,,,,,
132,,,,,
133,,,,,
134,,,,,
135,,,,,
136,,,,,
137,,,,,
138,,,,,
139,,,,,
140,,,,,
141,,,,,
142,,,,,
143,,,,,
144,,,,,
145,,,,,
146,,,,,
147,,,,,
148,,,,,
149,,,,,
150,,,,,
151,,,,,
152,,,,,
153,,,,,
154,,,,,
155,,,,,
156,,,,,
157,,,,,
158,,,,,
159,,,,,
160,,,,,
161,,,,,
162,,,,,
163,,,,,
