task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
64,temporary variable,loop rewrite;while loop;for loop;enumerate loop;accumulator string;accumulator variable;mathematical formula;builtin function;slicing;literal rewrite,temporary variable; early return; builtin function; slicing; string formatting change,builtin function; slicing; while loop; for loop; accumulator string; accumulator variable; bitwise operation; modulo operator; integer division; string indexing; string concatenation; type conversion; boundary case handling;,builtin function;slicing;temporary variable
65,behavior change; input validation; variable renaming; helper function extraction; conditional expression; string formatting change; literal rewrite; combined condition; early return; type conversion; default value handling,behavior change; default value handling; helper function extraction; recursion; string formatting change; conditional expression; guard clause; type conversion; mathematical formula; early return; combined condition; string formatting change;,behavior change;flattened conditional;default value handling;helper function extraction;algorithmic change;string formatting change;guard clause;combined condition;literal rewrite,behavior change; helper function extraction; recursion; loop rewrite; conditional expression; string formatting change; guard clause; type conversion; default value handling; combined condition; branch reordering; literal rewrite,behavior change;helper function extraction;default value handling;algorithmic change;simplified algorithm;conditional expression;string formatting change;guard clause;early return;literal rewrite
66,regex usage;standard library helper;helper function extraction;behavior change;loop rewrite;accumulator list;import reorganization,standard library helper; algorithmic replacement; import reorganization,standard library helper;regex usage;helper function extraction;lambda expression;builtin function;behavior change;dead code;import reorganization,accumulator list; accumulator string; string slicing; builtin function; flattened conditional; behavior change,for loop; stack-based; state variable; accumulator string; accumulator list; helper function inlining; behavior change; robustness regression
67,variable renaming;combined condition;flattened conditional;early return;behavior change;guard clause;dictionary lookup;empty input handling;literal rewrite,variable renaming;combined condition;behavior change;reversed condition;literal rewrite;early return;builtin function;default value handling;any/all usage;empty input handling;formatting only,formatting only; enumerate loop; combined condition; reversed condition; behavior change; literal rewrite; builtin function; generator expression; default value handling; empty input handling,formatting only; variable renaming; combined condition; reversed condition; early return; behavior change; builtin function; default value handling; empty input handling,variable renaming; combined condition; early return; behavior change; literal rewrite; helper function extraction; builtin function; generator expression; any/all usage; guard clause
68,variable renaming;behavior change;input validation;helper function extraction;slicing;type conversion,behavior change; input validation; helper function usage; temporary variable; mathematical formula; string formatting change; slicing,behavior change; guard clause; list comprehension; loop rewrite; helper function extraction; temporary variable; slicing,behavior change; input validation; helper function extraction; slicing,behavior change; early return; temporary variable; list conversion; helper function extraction; slicing
69,documentation;variable renaming;library API change;accumulator string,API change; behavior change; documentation; variable renaming; temporary variable; accumulator string,variable renaming;builtin function;behavior change;standard library helper;loop rewrite;accumulator string;string formatting change;docstring addition,variable renaming;list comprehension;helper function extraction;standard library helper;behavior change;documentation addition,variable renaming;helper function extraction;loop rewrite;behavior change;documentation change;standard library helper
70,conditional expression; combined condition; reversed condition; formatting only,combined condition; temporary variable; conditional expression,formatting only; builtin function; conditional expression; combined condition; reversed condition,builtin function;in-place mutation;conditional expression;temporary variable;set conversion;membership test;reversed condition,string formatting change;conditional expression;combined condition;reversed condition
71,documentation; enumerate loop; variable renaming; builtin function; generator expression; combined condition; flattened conditional; early return; guard clause; branch reordering; behavior change,enumerate loop; builtin function; all/any usage; generator expression; combined condition; early return; branch reordering; behavior change,enumerate loop;builtin function;all usage;generator expression;combined condition;behavior change;variable renaming;early return;guard clause;nested conditional,enumerate loop;generator expression;all/any usage;combined condition;variable renaming;guard clause;early return;behavior change,enumerate loop; generator expression; any/all usage; combined condition; flattened conditional; variable renaming; early return; guard clause; branch reordering; redundant conditional; behavior change
72,flattened conditional;builtin function;temporary variable;literal rewrite;helper function inlining;list comprehension;empty input handling,state variable;helper function inlining;conditional expression;builtin function;temporary variable;list comprehension;empty input handling,try-except wrapper; behavior change; temporary variable; list comprehension; builtin function; method inlining; conditional expression,accumulator dict; state variable; dictionary lookup; builtin function; conditional expression; list comprehension; string formatting change; empty input handling; helper function inlining,state variable; dictionary lookup; builtin function; memoization; boolean conversion; temporary variable removal; method call consolidation; list comprehension; empty input handling
73,behavior change; builtin function; flattened conditional; loop rewrite; removed conditional,state variable; behavior change; builtin function; loop rewrite; algorithmic change; behavior change; flattened conditional,behavior change; literal rewrite; builtin function; loop rewrite; combined condition; branch reordering,state variable; list conversion; behavior change; literal rewrite; builtin function; flattened conditional; loop rewrite; algorithmic change; boundary case handling,accumulator list; state variable; literal rewrite; behavior change; builtin function; flattened conditional; loop rewrite
74,early return; reversed condition; behavior change; input validation; temporary variable; literal rewrite,set conversion;early return;reversed condition;list conversion;reversed condition;in-place mutation;behavior change;input validation;type check;membership test;flattened conditional;literal rewrite,flattened conditional;reversed condition;behavior change;temporary variable;literal rewrite;dictionary lookup,data structure consolidation; early return; reversed condition; behavior change; temporary variable removal; dictionary lookup; builtin function,state variable consolidation;dictionary lookup;reversed condition;early return;behavior change;input validation;temporary variable;literal rewrite
75,docstring addition; behavior change; bug fix; nested conditional; loop rewrite; list comprehension,behavior change; builtin function; guard clause; dictionary lookup; list comprehension; generator expression,docstring addition; behavior change; nested conditional; copy before mutation; loop rewrite; accumulator variable,behavior change; nested conditional; copy before mutation; dict comprehension; literal rewrite,string formatting change;behavior change;builtin function;flattened conditional;nested conditional;boundary case handling;dict comprehension
76,early return; builtin function; flattened conditional; conditional expression; list comprehension; loop rewrite,data structure change; state variable; early return; set conversion; membership test; flattened conditional; conditional expression; builtin function; list conversion,data structure change; nested dictionary; guard clause; early return; builtin function; default value handling; flattened conditional; generator expression; list comprehension; boolean simplification`,early return; reversed condition; builtin function; flattened conditional; dictionary lookup; loop rewrite,state variable; accumulator list; early return; reversed condition; in-place mutation; builtin function; flattened conditional; algorithmic improvement; list comprehension; membership test
77,literal rewrite;behavior change;data structure change;variable renaming;helper function inlining;loop rewrite;mathematical formula,type conversion;variable renaming;behavior change;data structure change;flattened conditional;loop rewrite;literal rewrite,literal rewrite;behavior change;variable renaming;temporary variable;branch reordering;in-place mutation;list comprehension;builtin function;standard library helper;tuple unpacking;membership test;score value change,literal rewrite;behavior change;variable renaming;branch reordering;in-place mutation;membership test;loop rewrite;integer division;score change,literal rewrite;variable renaming;behavior change;branch reordering;combined condition;membership test;list comprehension;builtin function;empty input handling;default value handling;score change;data structure change
78,regex usage; loop rewrite; generator expression; builtin function; temporary variable,regex usage; list comprehension; empty input handling; builtin function; generator expression; loop rewrite; algorithmic**,builtin function;list comprehension;string formatting change;behavior change;loop rewrite;generator expression;temporary variable,regex usage; behavior change; list comprehension; string formatting change; empty input handling; builtin function; loop rewrite; temporary variable,regex usage; builtin function; list conversion; empty input handling; behavior change; generator expression; loop rewrite
79,string formatting change; temporary variable; generator expression; variable renaming; helper function inlining,temporary variable; conditional expression; generator expression; string formatting change; literal rewrite; helper function inlining,accumulator list;join/split usage;generator expression;temporary variable;f-string;variable renaming;string formatting change;helper function inlining,helper function extraction;temporary variable;generator expression;string formatting change;variable renaming,helper function extraction;accumulator list;join/split usage;generator expression;variable renaming;literal rewrite;string formatting change;helper function inlining;behavior change
80,conditional removal;generator expression;list comprehension;temporary variable;variable renaming;f-string,variable renaming; string formatting change; list comprehension; behavior change,conditional expression; list conversion; generator expression; accumulator list; for loop; variable renaming,conditional expression; type check; list conversion; loop rewrite; accumulator list; variable renaming; parameter renaming,variable renaming; parameter renaming; loop rewrite; accumulator list; type check; list conversion; generator expression
81,standard library helper; list conversion,standard library helper; in-place mutation; branch reordering; variable renaming; index-based loop; mathematical formula; behavior change; empty input handling; nested conditional; helper function extraction; input validation,standard library helper;list comprehension;list conversion;behavior change,in-place mutation; reversed condition; branch reordering; variable renaming; index-based loop; behavior change; literal rewrite; nested loop; mathematical formula; empty input handling; input validation,in-place mutation; branch reordering; reversed condition; variable renaming; index-based loop; mathematical formula; behavior change; standard library helper; numpy usage; data structure change; loop rewrite; algorithmic
82,behavior change; helper function inlining; combined condition; variable renaming; temporary variable; list comprehension,data structure change; dictionary lookup; loop rewrite; flattened conditional; behavior change; temporary variable; reversed condition; early return; guard clause; list comprehension,behavior change;data structure change;loop removal;combined condition;temporary variable;early return;in-place mutation;helper function inlining;list comprehension;string formatting change;method renaming,behavior change; algorithmic change; loop removal; conditional removal; combined condition; temporary variable; helper function inlining; flattened conditional; list comprehension; method extraction,behavior change; data structure change; loop removal; combined condition; temporary variable; helper function inlining; list comprehension; sort key; lambda expression; new functionality
83,state variable;literal rewrite;temporary variable,state variable;behavior change;string formatting change;initialization logic change,standard library helper;literal rewrite;temporary variable,state variable;exception handling;try-except wrapper;literal rewrite,type hinting;state variable;literal rewrite;behavior change
84,temporary variable; early return; list comprehension; filter usage; variable renaming; behavior change,exception handling;default value handling;error suppression;filter usage;variable renaming;guard clause;empty input handling;behavior change,builtin function;empty input handling;default value handling;conditional expression;type conversion;variable renaming;behavior change,temporary variable; generator expression; behavior change,behavior change; nested conditional; builtin function; type check; map/filter usage; variable renaming
85,exception handling; behavior change; flattened conditional; combined condition; mathematical formula; builtin function; type conversion; loop rewrite; float precision comparison,exception handling; behavior change; flattened conditional; combined condition; loop rewrite; builtin function; literal rewrite; type conversion; standard library helper,exception handling; behavior change; flattened conditional; combined condition; helper function inlining; literal rewrite; while loop; mathematical formula,exception handling; behavior change; input validation; combined condition; flattened conditional; mathematical formula; loop rewrite; for loop; builtin function; time measurement; floating point arithmetic; constant renaming,exception handling; behavior change; flattened conditional; combined condition; mathematical formula; builtin function; temporary variable; type conversion
86,behavior change;state variable;input validation;boundary case handling;guard clause;early return;loop rewrite;list comprehension;builtin function;any/all usage,behavior change; state variable; guard clause; input validation; combined condition; loop rewrite; generator expression; all/any usage; sentinel flag; flattened conditional; nested loop,behavior change; state variable; input validation; guard clause; combined condition; flattened conditional; algorithmic change; nested loops; early return; boundary case handling; loop rewrite,behavior change;state variable;input validation;guard clause;flattened conditional;reversed condition;accumulator list;list comprehension;builtin function;any/all usage;loop rewrite,behavior change; state variable; data structure change; input validation; boundary case handling; guard clause; early return; combined condition; temporary variable; algorithmic change; loop rewrite; nested conditional; any/
87,import reorganization; temporary variable; literal rewrite; behavior change; builtin function,literal rewrite; temporary variable; builtin function; behavior change; unused import removal,import reorganization;temporary variable;literal rewrite;builtin function;behavior change;f-string,import reorganization; literal rewrite; temporary variable; behavior change; builtin function; f-string,import reorganization; literal rewrite; temporary variable; behavior change; chained method call
88,behavior change; recursion; loop rewrite; base case handling; mathematical formula; helper function extraction; function renaming; variable renaming; literal rewrite,behavior change; loop rewrite; for loop; variable renaming; boundary case handling; mathematical formula; helper function extraction; function renaming; literal rewrite,behavior change;recursion with base case;loop rewrite;mathematical formula;helper function extraction;function renaming;literal rewrite,variable renaming;loop rewrite;algorithmic change;behavior change;helper function extraction;function renaming;literal rewrite;flattened conditional,builtin function;loop rewrite;behavior change;flattened conditional;combined condition;accumulator variable;variable renaming;helper function extraction;mathematical formula
89,docstring addition;list comprehension;redundant code removal;behavior change;simplified conditional;exception handling refinement,documentation change;builtin function;behavior change;redundant code removal;simplified logic;early return;removed functionality;membership test;type conversion;exception handling;combined condition,list comprehension; docstring addition; assertion removal; redundant code removal; behavior change; logic removal; simplified logic; combined condition; membership test; any/all usage; type conversion; exception handling; specific,documentation change;list comprehension;redundant code removal;behavior change;logic removal;simplified condition;exception handling;builtin function;membership test;any/all usage,documentation change;list comprehension;redundant code removal;behavior change;code removal;simplified condition;exception handling;type conversion;membership test;any/all usage
90,standard library helper;state variable;behavior change;formatting only;flattened conditional;loop rewrite,helper function extraction;state variable;string slicing;split usage;for loop;conditional;literal rewrite;redundant computation removal;formatting only,precomputation;state variable;join/split usage;default value handling;behavior change;string formatting change,standard library helper;regex usage;state variable;accumulator dict;join/split usage;tuple unpacking;behavior change;string formatting change;formatting only,precomputation; state variable; helper function extraction; join/split usage; behavior change; default value handling; string formatting change; formatting only
91,behavior change; list comprehension; loop rewrite; flattened conditional; default value handling,behavior change;temporary variable;flattened conditional;empty input handling;temporary variable removal;literal rewrite,behavior change; builtin function; list conversion; join/split usage; empty input handling,behavior change;list comprehension;temporary variable;input validation;empty input handling,behavior change; temporary variable; flattened conditional; builtin function; loop rewrite; empty input handling
92,helper function extraction;behavior change;literal rewrite;builtin function;conditional expression;list conversion;formatting only,helper function extraction; behavior change; try-except wrapper; exception handling; conditional expression,helper function extraction; literal rewrite; behavior change; conditional expression; flattened conditional,helper function extraction; guard clause; literal rewrite; behavior change; conditional expression,import reorganization; helper function extraction; literal rewrite; string formatting change; behavior change; flattened conditional; conditional expression
93,mathematical formula;builtin function;list comprehension;helper function usage;algorithmic efficiency change;error suppression;dict comprehension;loop rewrite;temporary variable;accumulator dict;accumulator list;index-based loop,standard library helper; list comprehension; loop rewrite; behavior change; list comprehension; dict comprehension; loop rewrite; temporary variable; accumulator dict,mathematical formula; builtin function; list comprehension; loop rewrite; helper function extraction; algorithmic change; behavior change; empty input handling removal; dict comprehension; temporary variable removal; loop rewrite,mathematical formula; builtin function; list comprehension; standard library helper; behavior change; loop rewrite; dict comprehension,mathematical formula; builtin function; list comprehension; standard library helper; behavior change; dict comprehension; loop rewrite; temporary variable removal
94,behavior change;combined condition;temporary variable;flattened conditional;guard clause;parameter renaming,literal rewrite;type conversion;behavior change;flattened conditional;combined condition;temporary variable;parameter renaming,literal rewrite;behavior change;flattened conditional;combined condition;temporary variable;early return;list comprehension;string formatting change,literal rewrite;behavior change;type conversion;flattened conditional;combined condition;reversed condition;temporary variable;early return;list comprehension,type conversion;behavior change;try-except wrapper;temporary variable;flattened conditional;list comprehension
95,branch reordering;builtin function;dictionary lookup;default value handling;behavior change;helper function inlining;combined condition;early return,branch reordering; reversed condition; literal rewrite; behavior change; boundary case handling; nested conditional; helper function inlining; combined condition; flattened conditional; early return,branch reordering; reversed condition; behavior change; nested conditional; boundary case handling; helper function inlining; combined condition; flattened conditional; early return,branch reordering; literal rewrite; behavior change; boundary case handling; builtin function; default value handling; helper function inlining; combined condition; early return,branch reordering; reversed condition; helper function inlining; combined condition; early return; behavior change
96,behavior change; state variable; flattened conditional; default value handling,reversed condition;behavior change;single return point;combined condition;state variable;in-place mutation,state variable; behavior change; helper function extraction; flattened conditional,behavior change;default value handling;state variable;flattened conditional;method renaming;helper function extraction,behavior change; state variable; flattened conditional; combined condition; in-place mutation
97,behavior change; exception handling; string formatting change; algorithmic change; input validation; simplified algorithm,behavior change;algorithmic simplification;exception handling;string formatting change;helper function inlining,formatting only; helper function extraction; string formatting change; behavior change; exception handling; mathematical formula; algorithmic change; input validation simplification,string formatting change; behavior change; variable renaming; state variable; exception handling; algorithmic change; helper function extraction,string formatting change;behavior change;exception handling;simplified algorithm;removed functionality;early return;flattened conditional;temporary variable;membership test
98,formatting only;state variable;exception handling;f-string;behavior change;guard clause;variable renaming;string formatting change;default value handling,docstring addition;state variable;exception handling;f-string;behavior change;guard clause;boundary case handling;variable renaming;list comprehension,formatting only;state variable;exception handling;f-string;behavior change;guard clause;empty input handling;variable renaming;list conversion;default value handling,state variable;exception handling;f-string;guard clause;behavior change;input validation;list comprehension;string formatting change;empty input handling;default value handling,formatting only; state variable; exception handling; f-string; variable renaming; behavior change; input validation; guard clause; accumulator list; temporary variable; while loop; stack-based;
99,variable renaming; exception handling; behavior change; standard library helper; import reorganization; temporary variable,import reorganization; formatting only; exception handling; helper function extraction; guard clause; variable renaming; behavior change; input validation,import reorganization; documentation change; exception handling; behavior change; temporary variable; helper function extraction; variable renaming; input validation; builtin function,import reorganization; formatting only; exception handling; helper function extraction; guard clause; error suppression; variable renaming; input validation; builtin function,documentation;exception handling;logging;helper function extraction;guard clause;variable renaming;import reorganization;input validation;standard library helper;behavior change
