task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
64,input validation; type check; guard clause; type conversion; temporary variable; builtin function; boundary case handling; empty input handling; string formatting change,guard clause;early return;conditional expression;while loop;for loop;accumulator list;temporary variable;membership test;join/split usage;builtin function;input validation;empty input handling;type conversion;boundary case handling;exception handling;manual base conversion,recursion with base case;helper function extraction;guard clause;early return;tuple unpacking;accumulator string;temporary variable;membership test;for loop;input validation;empty input handling;type conversion,guard clause; early return; conditional expression; temporary variable; sentinel flag; builtin function; input validation; boundary case handling; type conversion; behavior change,manual base conversion;input validation;type check;empty input handling;exception handling;guard clause;early return;for loop;while loop;accumulator list;temporary variable;state variable;join/split usage;membership test;type conversion
65,variable renaming;guard clause;try-except wrapper;while loop;enumerate loop;accumulator list;generator expression;join/split usage;standard library helper;input validation;empty input handling;type conversion;boundary case handling;behavior change,guard clause;helper function extraction;loop rewrite;while loop;accumulator list;temporary variable;tuple unpacking;generator expression;join/split usage;string formatting change;input validation;type conversion;boundary case handling,helper function extraction;guard clause;early return;type check;type conversion;input validation;boundary case handling;behavior change;accumulator list;list comprehension;generator expression;tuple unpacking;slicing;join/split usage;conditional expression;loop rewrite;enumerate loop,helper function extraction;loop rewrite;while loop;accumulator list;generator expression;join/split usage;try-except wrapper;error suppression;type conversion;input validation;boundary case handling;default value handling;behavior change;tuple unpacking;temporary variable;guard clause;membership test,helper function extraction;guard clause;early return;enumerate loop;list comprehension;generator expression;accumulator list;tuple unpacking;join/split usage;input validation;type conversion;empty input handling;boundary case handling;behavior change
66,regex usage; loop rewrite; helper function extraction; guard clause; try-except wrapper; error suppression; input validation; boundary case handling; type check; membership test,variable renaming;guard clause;flattened conditional;try-except wrapper;temporary variable;input validation;boundary case handling;type check;two pointer;behavior change,import reorganization; regex usage; loop rewrite; for loop; accumulator list; slicing; early return; input validation; type check; boundary case handling; exception handling; any/all usage; generator expression; membership test; variable renaming; flattened conditional; behavior change; literal rewrite,regex usage; loop rewrite; helper function extraction; state variable; input validation; early return; boundary case handling; type check; exception handling; behavior change,regex usage;loop rewrite;early return;helper function extraction;exception handling;membership test;type check;input validation;behavior change;import reorganization
67,variable renaming;guard clause;early return;temporary variable;dictionary lookup;in-place mutation;accumulator list;input validation;default value handling;empty input handling;type conversion;behavior change,variable renaming;accumulator dict;enumerate loop;guard clause;input validation;type conversion;default value handling;membership test;dictionary lookup;in-place mutation;tuple unpacking;empty input handling,standard library helper; accumulator dict; helper function extraction; guard clause; any/all usage; input validation; type conversion; default value handling; variable renaming; state variable; behavior change,variable renaming; helper function extraction; guard clause; input validation; dictionary lookup; default value handling; type conversion; behavior change,helper function extraction;accumulator dict;dictionary lookup;guard clause;early return;membership test;frequency counting;input validation;default value handling;type conversion;behavior change
68,variable renaming; list conversion; copy before mutation; type conversion; try-except wrapper; guard clause; input validation; boundary case handling; default value handling; error suppression; list comprehension; temporary variable; behavior change,list conversion; type conversion; accumulator list; state variable; list comprehension; copy before mutation; try-except wrapper; default value handling; input validation; empty input handling; boundary case handling; early return; behavior change; membership test,helper function extraction;tuple unpacking;itertools usage;list conversion;type conversion;default value handling;input validation;try-except wrapper;guard clause;empty input handling;list comprehension;behavior change;boundary case handling;string formatting change,variable renaming;list conversion;try-except wrapper;loop rewrite;regex usage;accumulator list;guard clause;type conversion;input validation;empty input handling;default value handling;temporary variable;membership test;behavior change,variable renaming; try-except wrapper; guard clause; early return; loop rewrite; accumulator list; list conversion; temporary variable; membership test; input validation; type conversion; default value handling; empty input handling; error suppression; behavior change; conditional expression; helper function extraction
69,variable renaming;list comprehension;accumulator list;accumulator string;temporary variable;try-except wrapper;exception handling;nested conditional;lambda expression;join/split usage;error suppression;default value handling;boundary case handling,class renaming; method renaming; variable renaming; try-except wrapper; error suppression; early return; nested conditional; zip usage; accumulator list; accumulator string; join/split usage; temporary variable; boundary case handling; behavior change,split condition; nested conditional; exception handling; error suppression; state variable; accumulator list; temporary variable; list comprehension; join/split usage; boundary case handling,variable renaming; class renaming; method renaming; loop rewrite; for loop; try-except wrapper; nested conditional; accumulator list; temporary variable; join/split usage; lambda expression; error suppression; boundary case handling,variable renaming;class renaming;method renaming;try-except wrapper;branch reordering;guard clause;nested conditional;accumulator list;temporary variable;join/split usage;builtin function;error suppression;boundary case handling;behavior change
70,try-except wrapper; type conversion; regex usage; membership test; set conversion; input validation; empty input handling; boundary case handling; temporary variable; behavior change,variable renaming;state variable;temporary variable;helper function inlining;combined condition;try-except wrapper;membership test;input validation;empty input handling;type conversion;error suppression,input validation; type check; type conversion; try-except wrapper; empty input handling; default value handling; regex usage; membership test,guard clause;conditional expression;regex usage;type conversion;temporary variable;membership test;input validation;empty input handling;behavior change,dictionary lookup; for loop; try-except wrapper; type conversion; default value handling; error suppression; empty input handling; temporary variable
71,early return; guard clause; flattened conditional; enumerate loop; set conversion; list conversion; tuple unpacking; in-place mutation; state variable; any/all usage; membership test; dictionary lookup; empty input handling; boundary case handling; input validation,early return;guard clause;flattened conditional;helper function extraction;set conversion;list comprehension;generator expression;any/all usage;dictionary lookup;tuple unpacking;membership test;list conversion;in-place mutation;input validation;boundary case handling;empty input handling,enumerate loop;tuple unpacking;set conversion;membership test;any/all usage;dictionary lookup;state variable;guard clause;early return;flattened conditional;boundary case handling;empty input handling;in-place mutation;behavior change,set conversion;dict comprehension;any/all usage;early return;guard clause;boundary case handling;empty input handling;in-place mutation;enumerate loop;temporary variable;dictionary lookup;membership test;list conversion;input validation,guard clause; flattened conditional; set conversion; list conversion; tuple unpacking; state variable; any/all usage; dictionary lookup; membership test; in-place mutation; boundary case handling; empty input handling; variable renaming
72,try-except wrapper; type check; error suppression; list comprehension; temporary variable; in-place mutation; index-based loop; regex usage,helper function extraction;state variable;dictionary lookup;membership test;type check;list comprehension;in-place mutation;for loop;try-except wrapper;error suppression;default value handling;empty input handling;behavior change;literal rewrite;regex usage,try-except wrapper; type check; accumulator list; for loop; in-place mutation; temporary variable; f-string; standard library helper; error suppression; behavior change; boundary case handling,type check; try-except wrapper; combined condition; guard clause; list comprehension; index-based loop; in-place mutation; accumulator set; accumulator list; regex usage; error suppression,helper function extraction;regex usage;try-except wrapper;error suppression;guard clause;empty input handling;loop rewrite;accumulator list;in-place mutation;index-based loop;temporary variable;behavior change
73,helper function extraction; state variable; temporary variable; while loop; early return; boundary case handling; behavior change,helper function extraction;recursion with base case;loop rewrite;guard clause;state variable;temporary variable;boundary case handling;builtin function;behavior change,state variable; temporary variable; loop rewrite; helper function inlining; early return; boundary case handling; behavior change,helper function extraction;guard clause;loop rewrite;state variable;standard library helper;import reorganization;builtin function;boundary case handling;behavior change,helper function inlining; loop rewrite; temporary variable; state variable; boundary case handling; formatting only
74,guard clause; flattened conditional; split condition; dictionary lookup; temporary variable; input validation; behavior change,import reorganization; standard library helper; dictionary lookup; list conversion; membership test; early return; guard clause; flattened conditional; split condition; type check; default value handling; literal rewrite; behavior change,set conversion; list conversion; membership test; guard clause; split condition; flattened conditional; dictionary lookup; input validation; behavior change,guard clause;split condition;try-except wrapper;temporary variable;accumulator list;copy before mutation;type conversion;input validation;behavior change,guard clause;split condition;enumerate loop;any/all usage;generator expression;in-place mutation;input validation;type check;behavior change;string formatting change
75,guard clause;reversed condition;exception handling;loop rewrite;temporary variable;dict comprehension;copy before mutation;input validation;type conversion;boundary case handling,import reorganization;guard clause;exception handling;input validation;type conversion;behavior change;temporary variable;in-place mutation;dict comprehension;generator expression;builtin function,guard clause;exception handling;loop rewrite;accumulator dict;temporary variable;standard library helper;type conversion;input validation;boundary case handling,standard library helper; dataclass extraction; dict comprehension; generator expression; guard clause; input validation; boundary case handling; type conversion; temporary variable; in-place mutation; behavior change,import reorganization; standard library helper; state variable; guard clause; input validation; type conversion; behavior change; dict comprehension; loop rewrite; temporary variable; in-place mutation; dictionary lookup
76,guard clause; flattened conditional; list comprehension; dictionary lookup; default value handling; formatting only,import reorganization; standard library helper; state variable; accumulator set; guard clause; flattened conditional; combined condition; membership test; dictionary lookup; list comprehension; empty input handling,accumulator set;guard clause;list comprehension;dictionary lookup;in-place mutation;membership test;empty input handling;default value handling;formatting only,guard clause; flattened conditional; list comprehension; loop rewrite; state variable; dictionary lookup,guard clause; flattened conditional; dictionary lookup; list comprehension; sort key; lambda expression; formatting only; behavior change
77,helper function extraction;early return;loop rewrite;while loop;temporary variable;membership test;type conversion;boundary case handling;brute force;exhaustive grid scan,helper function extraction;accumulator set;standard library helper;list comprehension;membership test;early return;guard clause;while loop;type conversion;boundary case handling;import reorganization;in-place mutation,guard clause;helper function extraction;accumulator list;for loop;membership test;standard library helper;type conversion;input validation;boundary case handling;behavior change;brute force,helper function extraction; early return; branch reordering; while loop; temporary variable; list comprehension; membership test; type conversion; boundary case handling; empty input handling; behavior change; tuple unpacking,early return;loop rewrite;for loop;accumulator list;membership test;standard library helper;brute force;type conversion;boundary case handling;input validation;default value handling
78,variable renaming;loop rewrite;while loop;guard clause;state variable;accumulator list;regex usage;membership test;brute force;empty input handling;boundary case handling;default value handling,variable renaming; temporary variable; accumulator list; loop rewrite; while loop; index-based loop; in-place mutation; guard clause; builtin function; generator expression; regex usage; set conversion; input validation; empty input handling; boundary case handling,variable renaming;loop rewrite;for loop;while loop;guard clause;accumulator list;temporary variable;regex usage;default value handling;empty input handling;behavior change,variable renaming;guard clause;while loop;accumulator list;list comprehension;generator expression;boundary case handling;default value handling,variable renaming;loop rewrite;guard clause;set conversion;accumulator list;temporary variable;regex usage;membership test;empty input handling;behavior change
79,helper function extraction;helper function inlining;generator expression;temporary variable;input validation;guard clause;type check;type conversion;default value handling;reversed condition;behavior change,helper function extraction;helper function inlining;generator expression;type check;type conversion;input validation;empty input handling;string formatting change;literal rewrite;formatting only,variable renaming;string formatting change;helper function extraction;guard clause;input validation;empty input handling;type conversion;boundary case handling;accumulator list;join/split usage;f-string,variable renaming;helper function extraction;string formatting change;generator expression;list conversion;temporary variable;guard clause;input validation;empty input handling;type conversion;literal rewrite;formatting only,helper function extraction;guard clause;input validation;combined condition;generator expression;accumulator list;list conversion;temporary variable;string formatting change;type conversion
80,helper function extraction; list comprehension; list conversion; temporary variable; string formatting change; input validation; empty input handling; type conversion,helper function extraction; guard clause; accumulator list; list comprehension; generator expression; isinstance usage; list conversion; empty input handling; type conversion; literal rewrite,helper function extraction; list comprehension; map/filter usage; lambda expression; string formatting change; temporary variable; list conversion; dictionary lookup; input validation; boundary case handling,helper function extraction;list comprehension;for loop;accumulator list;type check;type conversion;boundary case handling;string formatting change;variable renaming;dictionary lookup;behavior change,helper function extraction;list comprehension;generator expression;sorting-based approach;temporary variable;dictionary lookup;type conversion;boundary case handling
81,variable renaming; guard clause; input validation; empty input handling; default value handling; type conversion; behavior change; try-except wrapper; loop rewrite; temporary variable; in-place mutation; list comprehension; generator expression,variable renaming;guard clause;exception handling;loop rewrite;for loop;temporary variable;in-place mutation;list comprehension;standard library helper;input validation;empty input handling;behavior change,variable renaming;guard clause;in-place mutation;list conversion;list comprehension;generator expression;zip usage;try-except wrapper;exception handling;input validation;boundary case handling;type conversion;frequency counting;bessel correction;temporary variable;behavior change,guard clause; try-except wrapper; standard library helper; mathematical formula; input validation; empty input handling; behavior change; accumulator dict; frequency counting,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
