task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
72,helper function extraction; input validation; behavior change; exception handling; loop rewrite; mathematical formula; builtin function; conditional expression; constant renaming,function definition; parameter renaming; default value handling; behavior change; exception handling; matrix dimension change; mathematical formula; list comprehension; algorithmic change; builtin function,function definition; import reorganization; behavior change; exception handling; input validation; loop rewrite; mathematical formula; conditional expression,function definition; parameter renaming; exception handling; reversed condition; behavior change; mathematical formula; list comprehension; builtin function; numpy usage; literal rewrite,function definition; parameter renaming; behavior change; input validation; exception handling; data structure change; mathematical formula; builtin function; list comprehension; sorting-based approach
73,function definition; exception handling; behavior change; mathematical formula; string formatting change,helper function extraction; exception handling; behavior change; mathematical formula; builtin function; temporary variable; import reorganization,helper function extraction; exception handling; behavior change; mathematical formula; builtin function; import reorganization,helper function extraction; exception handling; behavior change; mathematical formula; builtin function; conditional expression; import reorganization,function definition; import reorganization; input validation; type conversion; mathematical formula; builtin function; exception handling
74,helper function extraction; algorithmic; behavior change,helper function extraction; mathematical formula; builtin function; combined condition,helper function extraction; input validation; exception handling; mathematical formula; builtin function; conditional expression; behavior change,function definition; import reorganization; flattened conditional; branch reordering; mathematical formula; behavior change,function definition; input validation; exception handling; standard library helper; mathematical formula; nested conditional; branch reordering; type conversion; temporary variable
75,function definition; default value handling; import reorganization; nested function; builtin function; combined condition; behavior change; mathematical formula,function definition; default value handling; import reorganization; combined condition; behavior change; temporary variable; mathematical formula; boundary case handling,helper function extraction; default value handling; import reorganization; behavior change; mathematical formula; combined condition; literal rewrite; builtin function; boundary case handling,default value handling; import reorganization; builtin function; combined condition; behavior change; temporary variable; mathematical formula,function definition; parameter renaming; default value handling; import reorganization; combined condition; mathematical formula; early return; robustness; boundary case handling; behavior change
76,helper function extraction; parameter renaming; variable renaming; mathematical formula; builtin function; literal rewrite,helper function extraction;variable renaming;mathematical formula;literal rewrite;builtin function,function extraction; variable renaming; mathematical formula; temporary variable; slicing,helper function extraction; function renaming; variable renaming; literal rewrite; mathematical formula; temporary variable; tuple unpacking; slicing; in-place mutation; builtin function,function extraction; variable renaming; mathematical formula; temporary variable; slicing; builtin function
77,helper function extraction; nested function definition,helper function extraction;loop rewrite;algorithmic change,function definition; standard library helper; mathematical formula; builtin function,helper function extraction; builtin function; string formatting change; string manipulation; mathematical formula; behavior change,function definition; loop rewrite; temporary variable; brute force
78,helper function extraction; behavior change; generator expression; any/all usage,helper function extraction; lambda expression; standard library helper; map/filter usage; behavior change,helper function extraction; behavior change; standard library helper; builtin function; generator expression; any/all usage,helper function extraction; lambda expression; any/all usage; builtin function; type conversion; string formatting change,helper function extraction; loop rewrite; early return; builtin function; type conversion; type check; parameter renaming; type hinting; import reorganization
79,helper function extraction; import reorganization; behavior change,helper function extraction; import reorganization; temporary variable; builtin function; behavior change; algorithmic change,helper function extraction; import reorganization; temporary variable; behavior change,helper function extraction; import reorganization; loop rewrite; for loop; enumerate loop; accumulator list; behavior change; mathematical formula,helper function extraction; import reorganization; mathematical formula; temporary variable
80,helper function extraction; default value handling; import reorganization; standard library helper; behavior change; list conversion,helper function extraction;default value handling;import reorganization;behavior change,helper function extraction;lambda expression;type conversion;builtin function;method renaming,function definition;default value handling;import reorganization;behavior change;algorithmic change;builtin function,helper function extraction; parameter renaming; default value handling; import reorganization; loop rewrite; try-except wrapper; behavior change
81,function definition; parameter renaming; default value handling; import reorganization; temporary variable; split condition; behavior change,function definition; parameter addition; default value handling; import reorganization; nested function definition; behavior change; boundary case handling,function definition; algorithmic change; behavior change; import reorganization; parameter addition; default value handling; temporary variable,helper function extraction; standard library helper; import reorganization; behavior change,helper function extraction; default value handling; temporary variable; list comprehension; type conversion; behavior change
82,helper function extraction; combined condition; behavior change,helper function extraction; combined condition; behavior change; explicit else branch,helper function extraction; exception handling; try-except wrapper; combined condition; behavior change,helper function extraction;behavior change;algorithmic change;builtin function;string formatting change;dependency change,helper function extraction;behavior change;flattened conditional;literal rewrite;builtin function;membership test;combined condition
83,helper function extraction; parameter renaming; variable renaming; tuple unpacking; combined condition; conditional expression; mathematical formula; behavior change,helper function extraction; parameter renaming; variable renaming; tuple unpacking; conditional expression; mathematical formula; behavior change; type conversion removal,function extraction; parameter renaming; variable renaming; tuple unpacking; reversed condition; combined condition; conditional expression; mathematical formula; type conversion; default value handling,function extraction;parameter renaming;variable renaming;reversed condition;helper function extraction;literal rewrite;type conversion;behavior change,function extraction;parameter unpacking;variable renaming;behavior change;conditional execution;builtin function;literal rewrite
84,helper function extraction; function renaming; parameter renaming; default value handling; builtin function; type conversion; input validation; behavior change; error suppression; string formatting change; temporary variable; slicing; constant,helper function extraction; parameter renaming; variable renaming; type conversion; default value handling; input validation; behavior change; builtin function; slicing; f-string; literal rewrite,helper function extraction; behavior change; input validation; exception handling; variable renaming; builtin function; literal rewrite; parameter renaming,helper function extraction;builtin function;slicing;behavior change;exception handling;flattened conditional;literal rewrite;variable renaming;parameter renaming,helper function extraction;builtin function;slicing;error handling;type conversion;behavior change;flattened conditional;constant rewriting;tensor creation simplification
85,helper function extraction; variable renaming; tuple unpacking; builtin function; method chaining; contiguous memory operation; tensor reshape; dimension permutation,helper function extraction;tuple unpacking;temporary variable;builtin function;tensor operation;algorithmic change,helper function extraction; parameter renaming; builtin function; type conversion; temporary variable,builtin function;helper function extraction;tuple unpacking;method chaining;tensor reshaping;dimension reordering,loop rewrite; slicing; accumulator list; builtin function; helper function extraction
86,helper function extraction; import reorganization; nested function definition,helper function extraction; import reorganization; boundary case handling,function renaming; mathematical formula; import reorganization,function definition; import reorganization; builtin function; boundary case handling,helper function extraction; import reorganization; boundary case handling
87,function definition; default value handling; variable renaming; standard library helper; behavior change,function definition; variable renaming; default value handling; type conversion; behavior change,helper function extraction; default value handling; builtin function; in-place mutation; variable renaming; import reorganization; behavior change,function definition; import reorganization; default value handling; mathematical formula; builtin function; type conversion; method chaining,helper function extraction; default value handling; builtin function; temporary variable; behavior change
88,helper function extraction; import reorganization; default value handling; variable renaming; builtin function; type conversion; temporary variable; behavior change,helper function extraction; import reorganization; default value handling; variable renaming; standard library helper; type conversion; temporary variable; literal rewrite,helper function extraction; import reorganization; default value handling; temporary variable; in-place mutation; literal rewrite; builtin function; type conversion,function definition; import reorganization; default value handling; builtin function; behavior change; variable renaming; mathematical formula,function definition; import reorganization; default value handling; temporary variable; in-place mutation; builtin function; literal rewrite
89,helper function extraction; behavior change; string formatting change; nested function,helper function extraction; behavior change; string formatting change; literal rewrite,helper function extraction; string formatting change; temporary variable; literal rewrite; behavior change,helper function extraction; string formatting change; behavior change; variable renaming; literal rewrite; accumulator string,helper function extraction; parameter renaming; builtin function; string formatting change; temporary variable; behavior change
90,helper function extraction; default value handling; builtin function; slicing; in-place mutation; import reorganization,helper function extraction;default value handling;builtin function;in-place mutation;import reorganization;variable renaming,helper function extraction; import reorganization; default value handling; temporary variable; behavior change,helper function extraction; default value handling; standard library helper; temporary variable; import reorganization,helper function extraction; for loop; in-place mutation; temporary variable; default value handling; import reorganization
91,helper function extraction; builtin function; standard library helper; mathematical formula; behavior change; error suppression; exception handling; variable renaming; import reorganization,helper function extraction; mathematical formula; exception handling; variable renaming; builtin function; numpy usage,helper function extraction; standard library helper; variable renaming; exception handling; behavior change; mathematical formula; builtin function,helper function extraction; standard library helper; algorithmic simplification; exception handling; behavior change; type conversion,helper function extraction; algorithmic change; exception handling; variable renaming; builtin function
92,function definition; type check; reversed condition; combined condition; literal rewrite; string formatting change; early return; branch reordering; builtin function,helper function extraction; builtin function; behavior change; reversed condition; string formatting change,function definition;behavior change;reversed condition;type check;mathematical formula,function definition; standard library helper; behavior change; combined condition; type check,function extraction; behavior change; type check; string conversion; join/split usage; slicing; conditional expression; mathematical formula; temporary variable; string formatting change
93,helper function extraction; nested function,function definition;conditional expression;mathematical formula;behavior change,helper function extraction; behavior change,helper function extraction; temporary variable; conditional; mathematical formula,function definition; temporary variable; mathematical formula; bitwise operation; behavior change
94,helper function extraction;builtin function;slicing;in-place mutation;behavior change;matrix construction rewrite,helper function extraction; builtin function; temporary variable; in-place mutation; mathematical formula; behavior change,helper function extraction; builtin function; standard library helper; mathematical formula; in-place mutation; temporary variable; type conversion,helper function extraction;temporary variable;builtin function;slicing;expression simplification;mathematical formula,function definition; import reorganization; in-place mutation; mathematical formula; builtin function; temporary variable; variable renaming
95,helper function extraction; builtin function; slicing; behavior change; mathematical formula,loop rewrite; accumulator list; temporary variable; builtin function; behavior change,function definition;import reorganization;builtin function;behavior change;tensor operation;einsum usage;slicing;method call,helper function extraction; import reorganization; literal rewrite; slicing; mathematical formula,function definition; import reorganization; builtin function; slicing; literal rewrite; behavior change
96,function definition; input validation; boundary case handling; standard library helper; algorithmic change; mathematical formula,new function definition; input validation; empty input handling; for loop; accumulator list; slicing; builtin function; algorithmic change; brute force; sliding window,prefix/suffix computation; brute force; list comprehension; index-based loop; slicing; builtin function; input validation; early return; empty input handling; function renaming,helper function extraction; for loop; early return; input validation; boundary case handling; temporary variable; brute force; index-based loop,sliding window; for loop; accumulator list; temporary variable; list conversion; input validation; boundary case handling; empty input handling; helper function extraction
97,helper function extraction; type hint addition; literal rewrite; exception handling; behavior change; builtin function,helper function extraction; type hints; combined condition; input validation; behavior change; exception handling; builtin function,helper function extraction; type hint addition; guard clause; exception handling; behavior change; builtin function; membership test; literal rewrite; branch reordering,function definition;type hints;exception handling;try-except wrapper;behavior change;literal rewrite;builtin function;string formatting change,helper function extraction;exception handling;behavior change;literal rewrite;expression reordering;input validation
98,helper function extraction; import reorganization; behavior change; error message improvement; pre-allocation; mathematical formula; temporary variable removal; in-place mutation,helper function extraction; import reorganization; exception handling; behavior change; string formatting change; data structure change; temporary variable; loop rewrite; slicing; mathematical formula; builtin function,helper function extraction; import reorganization; exception handling; empty input handling; behavior change; loop rewrite; mathematical formula; builtin function; type conversion; in-place mutation,helper function extraction; import reorganization; exception handling; behavior change; temporary variable; loop rewrite; slicing; mathematical formula,helper function extraction; exception handling; behavior change; nested conditional; lambda expression; standard library helper; list comprehension; accumulator list; type conversion
99,helper function extraction; import reorganization; type conversion; exception handling; string formatting change; behavior change,function definition; import reorganization; type conversion; exception handling; string formatting change; temporary variable,function definition; import reorganization; type conversion; exception handling; behavior change; temporary variable; string formatting change,helper function extraction; import reorganization; behavior change; exception handling; string formatting change,helper function extraction; import reorganization; type conversion; exception handling; temporary variable; behavior change
100,variable renaming; helper function extraction; loop rewrite; accumulator list; slicing; builtin function; mathematical formula,helper function extraction;nested function;variable renaming;type conversion;loop rewrite;accumulator list;slicing;tensor reshaping;mathematical formula;builtin function,for loop;accumulator list;variable renaming;tuple unpacking;builtin function;slicing;tensor manipulation;behavior change,function extraction; parameter renaming; type conversion; loop rewrite; mathematical formula; builtin function; temporary variable; accumulator list; tuple unpacking; variable renaming,helper function extraction; loop rewrite; algorithmic change; mathematical formula; accumulator tensor; in-place mutation; tuple unpacking; builtin function
101,function extraction; variable renaming; builtin function; list comprehension; builtin function; slicing; stack-based; algorithmic change,helper function extraction; variable renaming; builtin function; list comprehension; generator expression; slicing; mathematical formula; torch.arange usage; torch.meshgrid usage; torch.stack usage,function extraction; variable renaming; list comprehension; itertools usage; accumulator list; type conversion; mathematical formula; loop rewrite,helper function extraction; numpy usage; loop rewrite; index-based loop; temporary variable; list conversion; type conversion; behavior change,helper function extraction; loop rewrite; nested conditional; algorithmic change; data structure change; temporary variable; builtin function
102,helper function extraction; temporary variable; import reorganization,helper function extraction; mathematical formula; tuple unpacking,helper function extraction; temporary variable; standard library helper; mathematical formula; import reorganization,helper function extraction; mathematical formula; tuple unpacking; temporary variable,helper function extraction; mathematical formula; standard library helper
103,helper function extraction; function renaming; parameter renaming; nested function,function definition; temporary variable; conditional statement; behavior change; algorithmic change,helper function extraction; temporary variable; behavior change; literal rewrite,helper function extraction; literal rewrite; behavior change,function definition; constant renaming; literal rewrite; temporary variable
104,function definition; nested function,helper function extraction; algorithmic change; while loop; conditional statement; accumulator variable; integer division,helper function extraction; builtin function; literal rewrite,function definition; accumulator variable; while loop; in-place mutation; mathematical formula; behavior change,behavior change; mathematical formula; function definition
105,helper function extraction; parameter renaming; variable renaming; builtin function; mathematical formula; behavior change; type conversion; method renaming; string formatting change,function definition;variable renaming;mathematical formula;behavior change;tensor reshaping;tensor dimension manipulation;literal rewrite;import reorganization;output reshaping**,function definition;variable renaming;coordinate transformation;mathematical formula;tensor reshaping;builtin function;behavior change;slicing,function extraction;parameter renaming;variable renaming;builtin function;tensor reshaping;coordinate normalization;behavior change,helper function extraction;variable renaming;mathematical formula;behavior change;data structure transformation;builtin function;literal rewrite;import reorganization
106,helper function extraction; parameter renaming; variable renaming; loop rewrite; dimensionality change; mathematical formula; builtin function,helper function extraction; standard library helper; loop rewrite; mathematical formula; behavior change,helper function extraction; algorithmic change; accumulator list; list conversion; mathematical formula; behavior change,helper function extraction; standard library helper; algorithmic change; loop rewrite; slicing,algorithmic change; behavior change; helper function extraction
107,helper function extraction; data structure creation; slicing; in-place mutation; mathematical formula; builtin function,helper function extraction; function renaming; parameter renaming; literal rewrite; behavior change; builtin function; slicing; tuple unpacking,function extraction;behavior change;algorithmic change;builtin function;temporary variable;tuple unpacking,helper function extraction; behavior change; slicing; in-place mutation; temporary variable removal,function definition; copy before mutation; slicing; temporary variable; builtin function; mathematical formula
108,helper function extraction;algorithmic change;tensor reshaping;builtin function,helper function extraction;algorithmic change;behavior change,helper function extraction;algorithmic change;mathematical formula;builtin function;tensor operations,helper function extraction; behavior change; mathematical formula; tensor dimension reordering,helper function extraction; behavior change; algorithmic change; mathematical formula; builtin function; method renaming
109,helper function extraction; builtin function; tensor dimension manipulation,helper function extraction;builtin function;mathematical formula;tensor operation change;dimension manipulation,helper function extraction; builtin function; temporary variable; type conversion; behavior change,helper function extraction; variable renaming; builtin function,helper function extraction; for loop; accumulator list; builtin function; de-vectorization
110,function extraction;variable renaming;mathematical formula;behavior change;builtin function,helper function extraction; parameter renaming; temporary variable; literal rewrite; behavior change; conditional expression; standard library helper; guard clause,helper function extraction; variable renaming; literal rewrite; behavior change; conditional expression; import reorganization,helper function extraction; import reorganization; variable renaming; guard clause; behavior change; mathematical formula,helper function extraction; import reorganization; variable renaming; conditional expression; behavior change
111,helper function extraction; standard library helper; builtin function; behavior change; tensor manipulation; import reorganization,helper function extraction;builtin function;standard library helper;naming;literal rewrite,helper function extraction;import reorganization;mathematical formula;builtin function;literal rewrite,builtin function; for loop; in-place mutation; helper function extraction,helper function extraction; variable renaming; builtin function; method renaming; parameter renaming; literal rewrite; type conversion; behavior change
112,helper function extraction;behavior change;list comprehension;slicing;list conversion,helper function extraction; for loop; enumerate loop; list comprehension; accumulator list; behavior change,helper function extraction; map/filter usage; lambda expression; list conversion; behavior change,helper function extraction; behavior change; enumerate loop; list comprehension; slicing,helper function extraction; loop rewrite; accumulator list; enumerate loop; behavior change
113,helper function extraction; import reorganization; behavior change; simplification,helper function extraction; mathematical formula; builtin function; tensor operation simplification,helper function extraction; for loop; index-based loop; mathematical formula; temporary variable; import reorganization; behavior change; boundary case handling,helper function extraction;list comprehension;builtin function;behavior change;boundary case handling,helper function extraction;list comprehension;mathematical formula;builtin function;behavior change
114,helper function extraction;builtin function;slicing,helper function extraction; loop rewrite; temporary variable; builtin function; behavior change,helper function extraction; builtin function; list conversion; behavior change,helper function extraction; recursion; builtin function; behavior change,helper function extraction; temporary variable; builtin function; argument unpacking
115,helper function extraction;tuple unpacking;slicing;builtin function;tensor indexing;vectorization;mathematical formula;behavior change,loop rewrite; index-based loop; accumulator list; builtin function; tuple unpacking; behavior change,helper function extraction;tensor indexing;explicit normalization;mathematical formula;builtin function;slicing;tuple unpacking;parameter renaming,loop rewrite; helper function extraction; accumulator list; builtin function,function extraction; builtin function; slicing; temporary variable; mathematical formula
116,function definition; default value handling; algorithmic change; mathematical formula; behavior change; error handling; type conversion,helper function extraction;mathematical formula;exception handling;temporary variable;input validation;behavior change,function definition; external library usage; mathematical formula; default value handling; input validation; exception handling; branch reordering,helper function extraction; builtin function; mathematical formula; nested conditional; exception handling; default value handling; algorithmic change`,helper function extraction; default value handling; mathematical formula; behavior change; exception handling
117,helper function extraction; algorithmic simplification; builtin function; string formatting change; behavior change,helper function extraction; variable renaming; loop rewrite; flattened conditional; tuple unpacking; builtin function; list conversion,helper function extraction; list comprehension; builtin function; join/split usage; behavior change,helper function extraction; loop rewrite; standard library helper; manual string parsing; accumulator list; accumulator string; membership test; string concatenation; slicing; behavior change,helper function extraction;regex usage;builtin function;conditional expression;loop rewrite;standard library helper
118,helper function extraction;behavior change;variable renaming;builtin function;temporary variable,helper function extraction; behavior change; builtin function; slicing,helper function extraction; temporary variable; literal rewrite; behavior change,helper function extraction;zip usage;list comprehension;behavior change;list conversion,helper function extraction; variable renaming; builtin function; behavior change
119,function extraction; temporary variable; import reorganization,helper function extraction; parameter renaming; tuple unpacking; mathematical formula; builtin function,helper function extraction; mathematical formula; import reorganization,helper function extraction; standard library helper; library usage; mathematical formula replacement,helper function extraction;mathematical formula;index-based loop;type conversion;import reorganization
120,helper function extraction; loop rewrite; generator expression; builtin function; mathematical formula,generator expression; builtin function; loop rewrite; variable renaming; helper function extraction,helper function extraction; variable renaming; flattened conditional; bitwise operation,helper function extraction; loop rewrite; generator expression; standard library helper; builtin function; mathematical formula; flattened conditional,behavior change; algorithmic change; mathematical formula; helper function extraction; variable renaming; tuple unpacking; while loop; builtin function
121,helper function extraction; loop rewrite; algorithmic change; brute force; mathematical formula; boundary case handling,helper function extraction; boundary case handling; input validation; behavior change; variable renaming; type conversion; loop rewrite; for loop,function definition; loop rewrite; for loop; temporary variable; boundary case handling; algorithmic change,helper function extraction;recursion;loop rewrite;parameter renaming;boundary case handling;behavior change`,helper function extraction; import reorganization; loop rewrite; for loop; builtin function; mathematical formula; behavior change; input validation; boundary case handling
122,type conversion; temporary variable; mathematical formula; flattened conditional; exception handling; error suppression; behavior change; tuple unpacking,type conversion; negative index handling; mathematical formula; input validation; exception handling; behavior change; tuple unpacking; temporary variable; slicing; default value handling,type conversion; temporary variable; default value handling; negative index handling; input validation; slicing; tuple unpacking; mathematical formula; exception handling; behavior change; accumulator variable; loop rewrite; builtin function,helper function extraction; type conversion; temporary variable; default value handling; negative index handling; mathematical formula; input validation; exception handling; behavior change; loop rewrite; slicing; standard library helper,type conversion;temporary variable;negative index handling;default value handling;input validation;exception handling;behavior change;modulo arithmetic;accumulator variable;for loop;slicing;list conversion
123,helper function extraction; behavior change; mathematical formula; broadcasting; conditional expression; element-wise operations`,helper function extraction;mathematical formula;conditional expression;builtin function;type conversion;behavior change,helper function extraction; in-place mutation; mathematical formula; conditional expression; broadcasting; type conversion,helper function extraction; mathematical formula; conditional expression; builtin function; type conversion; literal rewrite,helper function extraction;mathematical formula;tensor operations;conditional expression;builtin function
124,helper function extraction; import reorganization; type conversion,helper function extraction; import reorganization; builtin function; behavior change,helper function extraction; function renaming; import reorganization; method call; temporary variable; mathematical formula; conditional logic; behavior change,function definition; import reorganization; builtin function; mathematical formula; behavior change; conditional expression,helper function extraction; import reorganization; builtin function; mathematical formula
125,helper function extraction; accumulator list; copy before mutation; behavior change; builtin function; standard library helper,helper function extraction;standard library helper;accumulator list;copy before mutation;parameter renaming;import reorganization,helper function extraction; accumulator list; mathematical formula; builtin function; slicing; copy before mutation; algorithmic change,function definition; import reorganization; accumulator list; behavior change; algorithmic change; standard library helper; slicing; numpy usage,function definition;import reorganization;accumulator list;slicing;mathematical formula;builtin function;algorithmic change;in-place mutation;copy before mutation
126,helper function extraction; for loop; zip usage; type conversion; slicing; in-place mutation; accumulator list; builtin function,for loop; slicing; accumulator list; builtin function; type conversion; zip usage,type conversion; dimension manipulation; advanced indexing; dynamic range generation; masking; helper function extraction,helper function extraction; tuple unpacking; builtin function; list comprehension; slicing; mathematical formula; type conversion; conditional expression; variable renaming; temporary variable,helper function extraction; nested conditional; mathematical formula; type conversion; builtin function; temporary variable; branch reordering; behavior change
127,helper function extraction;temporary variable;list conversion;builtin function;method renaming;list manipulation;argument unpacking;behavior change,function definition;builtin function;list manipulation;list unpacking;behavior change,function definition; builtin function; list comprehension; in-place mutation; tuple unpacking,builtin function;loop rewrite;accumulator list;temporary variable;input validation;behavior change,function definition; builtin function; slicing; type conversion; tuple unpacking; default value handling; behavior change
128,function extraction; behavior change; temporary variable; conditional expression; builtin function; type check,function definition;type check;list comprehension;slicing;mathematical formula;temporary variable removal,behavior change; helper function extraction; loop rewrite; list comprehension; type conversion,helper function extraction; type check; builtin function; slicing; mathematical formula; behavior change,helper function extraction; type check; slicing; builtin function; behavior change; mathematical formula
129,helper function extraction;behavior change;algorithmic change;literal rewrite,helper function extraction;behavior change;algorithmic change;conditional logic change;literal rewrite;builtin function,helper function extraction;behavior change;algorithmic change;slicing removal;tuple unpacking;builtin function;import reorganization,helper function extraction; behavior change; algorithmic change; builtin function; parameter renaming; literal rewrite,helper function extraction; algorithmic change; downsampling; builtin function; conditional expression; import reorganization; parameter renaming
130,function definition; parameter renaming; default value handling; builtin function; variable renaming; literal rewrite; conditional expression; branch reordering,function extraction; variable renaming; temporary variable; builtin function; branch reordering,helper function extraction; tuple unpacking; slicing; builtin function; conditional expression; variable renaming,helper function extraction;parameter renaming;variable renaming;builtin function;mathematical formula;broadcasting change;type conversion;default value handling,helper function extraction;builtin function;numpy usage;slicing;concatenate usage;conditional expression;variable renaming;parameter renaming
131,function definition;local import;slicing;tensor reshaping;explicit broadcasting;mathematical formula;variable renaming,function extraction; temporary variable; slicing; mathematical formula; builtin function; parameter renaming,helper function extraction;import reorganization;slicing;temporary variable;explicit broadcasting;mathematical formula;builtin function;parameter renaming;default value handling,helper function extraction;parameter renaming;variable renaming;tuple unpacking;slicing;view/reshape;builtin function;mathematical formula,helper function extraction; explicit coordinate extraction; tensor reshaping; mathematical formula; builtin function
132,helper function inlining; behavior change; mathematical formula; dimension expansion; temporary variable; loop rewrite; accumulator list; type conversion; builtin function; variable renaming,helper function extraction;recursion;mathematical formula;conditional expression;builtin function;slicing;tensor reshaping;loop rewrite;accumulator list;temporary variable;import reorganization;nested function;,helper function extraction; recursion removal; mathematical formula; behavior change; loop rewrite; builtin function; type conversion; temporary variable; constant renaming; parameter renaming; import reorganization; nested function; variable renaming,helper function extraction; loop rewrite; nested conditional; behavior change; temporary variable; builtin function; type conversion; constant renaming,helper function inlining; loop rewrite; tensor creation; conditional logic; nested conditional; temporary variable; tuple unpacking; behavior change; import reorganization
133,helper function extraction; boundary case handling; temporary variable,helper function extraction; temporary variable; boundary case handling; behavior change,helper function extraction; variable renaming; boundary case handling; temporary variable,helper function extraction; loop rewrite; variable renaming; boundary case handling,helper function extraction;variable renaming;boundary case handling;generator expression;builtin function
134,algorithmic change; helper function extraction; variable renaming; builtin function,algorithmic change;builtin function;lambda expression;sort key;mathematical formula,algorithmic change;function definition;simplified condition,helper function extraction; algorithmic simplification; conditional simplification; variable renaming,builtin function;lambda expression;behavior change;flattened conditional
135,helper function extraction; default value handling; behavior change; builtin function,builtin function; literal rewrite; behavior change; helper function extraction,helper function extraction; temporary variable; builtin function; behavior change,function extraction; default value handling; behavior change; tensor operation change; broadcasting technique change,helper function extraction; parameter introduction; temporary variable; tensor dimension handling; builtin function; behavior change; numerical stability improvement
136,helper function extraction; parameter renaming; default value handling; builtin function; mathematical formula; behavior change; equivalent expression,function definition; parameter renaming; type conversion; default value handling; import reorganization; variable renaming; builtin function; mathematical formula; literal rewrite; temporary variable,function extraction;parameter renaming;default value handling;type conversion;builtin function;temporary variable;mathematical formula;behavior change;dead code;import reorganization,helper function extraction; variable renaming; builtin function; behavior change; guard clause; temporary variable; type conversion; default value handling; import reorganization`,function extraction; parameter renaming; default value handling; type conversion; builtin function; behavior change; conditional change; guard clause; boundary case handling; unreachable code; import reorganization
137,helper function extraction;library change;loop rewrite;algorithmic change;state variable;f-string;parameter renaming;default value handling;input validation;mathematical formula,helper function extraction;loop rewrite;nested loop;mathematical formula;state variable;builtin function;standard library helper;type conversion;variable renaming;parameter renaming;literal rewrite;f-string;behavior,helper function extraction;optimization algorithm;loss function;range refinement;builtin function;standard library helper;f-string;variable renaming;parameter renaming;type conversion;numpy usage;scipy,helper function extraction;explicit loops;mathematical formula change;state variable;builtin function;type conversion;variable renaming;parameter renaming;literal rewrite;f-string;empty input handling;default,helper function extraction; parameter renaming; default value handling; random search; brute force; nested loop; explicit r-squared calculation; best-so-far tracking; numpy usage; torch to
138,function extraction;parameter renaming;builtin function;nested loop;index-based loop;accumulator list;type check;import reorganization,helper function extraction; variable renaming; builtin function; algorithmic simplification,helper function extraction;builtin function;temporary variable;slicing;mathematical formula;import reorganization,function definition; import reorganization; builtin function; variable renaming; mathematical formula,helper function extraction; import reorganization; builtin function; variable renaming; temporary variable; behavior change
139,builtin function; standard library helper; type conversion; implicit reshaping; simplified data access`,helper function extraction; parameter renaming; builtin function; standard library helper; mathematical formula; simplified matrix multiplication; type conversion; device specification,helper function extraction;builtin function;standard library helper;temporary variable;tensor decomposition;tensor reconstruction;mathematical formula,helper function extraction; standard library helper; builtin function; type conversion; parameter renaming; variable renaming; constant renaming; mathematical formula; tensor reshaping; batched operation,helper function extraction;builtin function;mathematical formula;tuple unpacking;element-wise operation;stacking
140,helper function extraction;type hinting;import reorganization;standard library helper;variable renaming,helper function extraction;variable renaming;standard library helper;list comprehension;dict comprehension;import reorganization;type hinting,helper function extraction; standard library helper; variable renaming; temporary variable; type annotation; import reorganization,helper function extraction; variable renaming; loop rewrite; accumulator dict; behavior change; type conversion,helper function extraction; variable renaming; standard library helper; dict comprehension; generator expression; import reorganization
