task_id,variant_1_label,variant_2_label,variant_3_label,variant_4_label,variant_5_label
106,helper function extraction; import reorganization; input validation; empty input handling; boundary case handling; type conversion; behavior change; mathematical formula; slicing; broadcasting; conditional expression; temporary variable,helper function extraction; import reorganization; type conversion; empty input handling; boundary case handling; branch reordering; mathematical formula; variable renaming; accumulator list; builtin function,helper function extraction;import reorganization;conditional import;type conversion;early return;empty input handling;boundary case handling;behavior change;algorithmic change;builtin function;list comprehension;temporary variable;parameter renaming,helper function extraction; function renaming; import reorganization; type conversion; empty input handling; boundary case handling; behavior change; tuple unpacking; variable renaming; mathematical formula; input validation; loop rewrite; builtin,helper function extraction; parameter renaming; import reorganization; type conversion; empty input handling; boundary case handling; branch reordering; tuple unpacking; mathematical formula; loop rewrite; enumerate loop; in-place mutation
107,helper function extraction; input validation; type check; early return; guard clause; variable extraction; type conversion; builtin function; slicing; generator expression; tensor shape manipulation,helper function extraction; type check; exception handling; input validation; behavior change; temporary variable; slicing; in-place mutation; early return; builtin function,helper function extraction; import reorganization; input validation; type check; standard library helper; in-place mutation; boundary case handling,helper function extraction; import reorganization; input validation; type check; guard clause; combined condition; temporary variable; builtin function; mathematical formula; slicing; in-place mutation; copy before mutation;,helper function extraction; import reorganization; input validation; type check; early return; error handling; temporary variable; builtin function; standard library helper; mathematical formula; slicing; tuple unpacking; behavior
108,helper function extraction;input validation;type conversion;tuple unpacking;temporary variable;boundary case handling;mathematical formula;builtin function;string formatting change,helper function extraction; branch reordering; type conversion; input validation; boundary case handling; broadcasting; mathematical formula; builtin function; tensor creation,helper function extraction; loop rewrite; for loop; accumulator list; slicing; type conversion; input validation; boundary case handling; builtin function,helper function extraction; input validation; type conversion; boundary case handling; tensor operation rewrite; builtin function; variable renaming; import reorganization; formatting only,helper function extraction; variable renaming; import reorganization; tuple unpacking; slicing; temporary variable; mathematical formula; builtin function; in-place mutation; input validation; type check; type conversion; boundary case
109,helper function extraction; input validation; type check; type conversion; boundary case handling; builtin function; behavior change; temporary variable; import reorganization; variable renaming,function definition;import reorganization;input validation;type conversion;boundary case handling;builtin function;algorithmic change,helper function extraction; import reorganization; type conversion; input validation; exception handling; behavior change; tensor manipulation,helper function extraction; import reorganization; input validation; type conversion; conditional expansion; pre-allocation; loop rewrite; for loop; vectorization removal,helper function extraction; type check; type conversion; tuple unpacking; conditional expression; temporary variable; reshaping; tensor operation; import reorganization
110,function encapsulation; import reorganization; variable renaming; literal rewrite; type conversion; input validation; temporary variable; builtin function,helper function extraction; standard library helper; type conversion; input validation; guard clause; boundary case handling; mathematical formula; literal rewrite; variable renaming,helper function extraction; standard library helper; type conversion; input validation; variable renaming; literal rewrite; guard clause; mathematical formula,helper function extraction; parameter renaming; variable renaming; type conversion; builtin function; standard library helper; input validation; array flattening; float comparison; literal rewrite; return type change,helper function extraction; import reorganization; builtin function; type conversion; input validation; literal rewrite
111,helper function extraction;standard library helper;type conversion;tensor operation;import reorganization,helper function extraction;import reorganization;type conversion;tensor shape manipulation,helper function extraction; import reorganization; builtin function; type conversion; tensor manipulation,helper function extraction; builtin function; type conversion; broadcasting; tensor reshaping,helper function extraction; for loop; loop rewrite; builtin function; type conversion; behavior change
112,helper function extraction; empty input handling; guard clause; input validation; exception handling; behavior change,helper function extraction; behavior change; input validation; empty input handling; boundary case handling; exception handling; list comprehension; zip usage; in-place mutation,function definition;input validation;empty input handling;boundary case handling;exception handling;loop rewrite;for loop;accumulator list;nested conditional;slicing;behavior change,helper function extraction; recursion; recursion with base case; exception handling; input validation; list comprehension to recursion,function definition; parameter addition; behavior change; copy before mutation; in-place mutation; for loop; exception handling; type conversion; list comprehension
113,helper function extraction; import reorganization; empty input handling; boundary case handling; behavior change; type conversion; builtin function; literal rewrite; tuple unpacking; mathematical formula,helper function extraction; parameter renaming; guard clause; empty input handling; behavior change; type conversion; builtin function; mathematical formula; algorithmic change; branch reordering; temporary variable; conditional expression; literal rewrite,helper function extraction; input validation; empty input handling; type conversion; behavior change; loop rewrite; accumulator list; mathematical formula; builtin function,helper function extraction; import reorganization; empty input handling; type conversion; type check; default value handling; mathematical formula; branch reordering; variable renaming; builtin function,helper function extraction; type conversion; empty input handling; boundary case handling; behavior change; standard library helper; algorithmic refinement; import reorganization
114,helper function extraction; documentation; type check; type conversion; guard clause; early return; loop rewrite; builtin function,helper function extraction; function renaming; import reorganization; input validation; type check; type conversion; temporary variable; guard clause; early return; behavior change`,helper function extraction; input validation; type conversion; guard clause; early return; temporary variable; list conversion; accumulator list; for loop; index-based loop; nested conditional; behavior change,function renaming; helper function extraction; type check; type conversion; recursion; recursion with base case; builtin function,helper function extraction; import reorganization; input validation; type check; type conversion; temporary variable; conditional logic; builtin function; exception handling; try-except wrapper; behavior change
115,helper function extraction; empty input handling; type conversion; advanced indexing; slicing; builtin function; mathematical formula; string formatting change; import reorganization,helper function extraction;import reorganization;empty input handling;type conversion;slicing;behavior change,helper function extraction;docstring;empty input handling;for loop;accumulator list;slicing;builtin function;type conversion;numerical stability;dimension reordering;tensor reshaping,helper function extraction;import reorganization;empty input handling;early return;type conversion;standard library helper;data representation change;tensor operation rewrite;builtin function;slicing;mathematical formula;,function definition;docstring;empty input handling;guard clause;accumulator list;for loop;tuple unpacking;builtin function;robustness;vectorization to iteration;list conversion;tensor indexing
116,function definition;standard library helper;input validation;type conversion;default value handling;string formatting change;behavior change;variable renaming,function definition;input validation;type conversion;standard library helper;mathematical formula;default value handling;string formatting change;behavior change;conditional expression;f-string;literal rewrite;formatting only,function definition; builtin function; input validation; empty input handling; type conversion; string formatting change; mathematical formula; behavior change; precision improvement; conditional expression; guard clause,function definition;parameter renaming;default value handling;import reorganization;input validation;type conversion;builtin function;standard library helper;numpy usage;decimal usage;behavior change;mathematical formula;flatten,helper function extraction;builtin function;standard library helper;exception handling;input validation;default value handling;type conversion;string formatting change;literal rewrite;list comprehension;lambda expression;mathematical formula;
117,helper function extraction; function renaming; input validation; empty input handling; type conversion; builtin function; tuple unpacking; behavior change; regex usage; string formatting change; loop rewrite; list conversion; list comprehension,helper function extraction; input validation; empty input handling; type conversion; regex usage; standard library helper; list comprehension; branch reordering; behavior change,helper function extraction; input validation; empty input handling; type conversion; index-based loop; accumulator list; string formatting change; membership test; join/split usage; temporary variable; literal rewrite,helper function extraction; standard library helper; regex usage; membership test; early return; conditional expression; list conversion; input validation; empty input handling; type conversion; behavior change; algorithmic change,helper function extraction; recursion; loop rewrite; standard library helper; regex usage; string formatting change; list comprehension; tuple unpacking; conditional expression; input validation; empty input handling; type conversion; in-
118,helper function extraction; import reorganization; type conversion; input validation; exception handling; combined condition; behavior change; literal rewrite,helper function extraction; type conversion; input validation; exception handling; behavior change; variable renaming; combined condition,helper function extraction;type conversion;input validation;behavior change;loop rewrite;zip usage;accumulator list;empty input handling;list conversion;builtin function;combined condition,helper function extraction;import reorganization;type conversion;input validation;nested conditional;combined condition;builtin function;behavior change;variable renaming,helper function extraction; import reorganization; type conversion; input validation; exception handling; behavior change; standard library helper; combined condition; boundary case handling; copy before mutation; reversed condition; slicing
119,mathematical formula;input validation;temporary variable;type conversion;builtin function,helper function extraction; import reorganization; string formatting change; type conversion; temporary variable; input validation; slicing; builtin function,helper function extraction;import reorganization;string formatting change;input validation;type conversion;mathematical formula;temporary variable;literal rewrite;builtin function;slicing,function definition; helper function extraction; input validation; exception handling; type conversion; temporary variable; slicing; builtin function; algorithmic change; documentation addition,helper function extraction; input validation; type conversion; mathematical formula; builtin function; standard library helper; variable renaming; docstring
120,helper function extraction; variable renaming; temporary variable,generator expression; builtin function; bitwise operation; loop rewrite; flattened conditional,helper function extraction;accumulator dict;accumulator set;loop rewrite;membership test;bitwise operation;empty input handling;type conversion,list comprehension; builtin function; standard library helper; functools reduce; operator xor; combined condition; mathematical formula,algorithmic change; helper function extraction; dictionary lookup; list comprehension; set conversion; sorting-based approach; recursion with base case; temporary variable; nested conditional; empty input handling
121,helper function extraction; standard library helper; input validation; type check; boundary case handling; behavior change; early return; loop rewrite; for loop; mathematical formula,function definition; input validation; type check; boundary case handling; behavior change; branch reordering; builtin function; mathematical formula; variable renaming,helper function extraction; input validation; type check; boundary case handling; combined condition; membership test; conditional expression; mathematical formula; algorithmic optimization; loop rewrite,function definition; input validation; type check; boundary case handling; algorithmic change; sieve of eratosthenes; builtin function; import reorganization; accumulator list; in-place mutation; loop rewrite,helper function extraction; input validation; type check; boundary case handling; constant definition; early return; mathematical formula; loop rewrite; builtin function; combined condition; for loop; algorithmic change; Miller-R
122,helper function extraction;input validation;type check;error handling;guard clause;type conversion;list conversion;tuple conversion;builtin function;mathematical formula;behavior change,type check; exception handling; input validation; helper function extraction; behavior change; list conversion; slicing; temporary variable; conditional expression; builtin function; in-place mutation; list comprehension; combined condition;,type conversion; temporary variable; negative index handling; default value handling; input validation; slicing; tuple concatenation; builtin function; import reorganization; type check; exception handling; combined condition; list,type check; input validation; exception handling; builtin function; behavior change; loop rewrite; accumulator variable; membership test; combined condition; in-place mutation; tuple unpacking; temporary variable; list,helper function extraction;type check;exception handling;input validation;default value handling;list conversion;temporary variable;helper function;mathematical formula;flattened conditional;branch reordering;behavior change
123,helper function extraction; import reorganization; input validation; exception handling; variable renaming; temporary variable; default value handling; type conversion; behavior change; mathematical formula; broadcasting; slicing; in-place mutation,helper function extraction;input validation;type conversion;default value handling;device/dtype handling;loop rewrite;mathematical formula;builtin function;copy before mutation;literal rewrite`,helper function extraction; import reorganization; input validation; default value handling; mathematical formula; conditional logic; in-place mutation; behavior change; temporary variable; data access change,helper function extraction;input validation;type conversion;temporary variable;loop rewrite;mathematical formula;default value handling;builtin function;numpy usage;parameter renaming;literal rewrite,helper function extraction; input validation; error handling; default value handling; mathematical formula; tensor indexing; broadcasting; type conversion; variable renaming; literal rewrite; parameter renaming
124,helper function extraction; import reorganization; builtin function; type conversion; temporary variable; input validation; exception handling; behavior change; algorithmic,helper function extraction; type conversion; input validation; exception handling; behavior change; temporary variable; mathematical formula; conditional expression; builtin function,helper function extraction;builtin function;type conversion;input validation;exception handling;behavior change;mathematical formula;conditional expression;temporary variable,helper function extraction; standard library helper; type conversion; input validation; exception handling; behavior change; mathematical formula; temporary variable,helper function extraction; type conversion; builtin function; input validation; exception handling; behavior change; mathematical formula; loop rewrite; branch reordering; algorithmic change
125,helper function extraction;accumulator list;input validation;empty input handling;boundary case handling;mathematical formula;prefix/suffix computation;builtin function;type conversion;list conversion;array manipulation,function extraction;algorithmic change;input validation;empty input handling;boundary case handling;type conversion;accumulator list;temporary variable;mathematical formula;numpy usage;guard clause;division by zero,helper function extraction;import reorganization;accumulator list;input validation;empty input handling;boundary case handling;type conversion;exception handling;behavior change;algorithmic change;mathematical formula;builtin function;loop,function extraction; import reorganization; accumulator list; type conversion; input validation; empty input handling; boundary case handling; algorithmic change; mathematical formula; standard library helper; builtin function; behavior change; list,helper function extraction; input validation; exception handling; empty input handling; boundary case handling; type conversion; default value handling; accumulator list; slicing; builtin function; prefix/suffix computation; mathematical formula
126,helper function extraction; input validation; type conversion; builtin function; boundary case handling; loop rewrite; for loop; slicing; temporary variable; behavior change,helper function extraction; input validation; type conversion; behavior change; documentation; literal rewrite,helper function extraction;input validation;type conversion;behavior change;mathematical formula;flattened conditional;builtin function;reshaping;broadcasting;literal rewrite,function definition;import reorganization;documentation;input validation;boundary case handling;type conversion;mathematical formula;builtin function;standard library helper;algorithmic change;sentinel flag,helper function extraction; input validation; type conversion; behavior change; literal rewrite; builtin function; variable renaming; formatting only
127,function definition; type check; exception handling; builtin function; conditional expression; early return; list manipulation; try-except wrapper; standard library helper; argument unpacking,helper function extraction; import reorganization; type check; input validation; builtin function; conditional expression; early return; exception handling; list conversion; in-place mutation; tuple unpacking,function definition; parameter renaming; variable renaming; type check; empty input handling; boundary case handling; conditional expression; early return; guard clause; loop rewrite; algorithmic change; temporary variable,function definition; import reorganization; type check; input validation; exception handling; builtin function; early return; conditional expression; standard library helper; algorithmic change; library specific function usage,function definition;import reorganization;type check;empty input handling;conditional expression;input validation;boundary case handling;early return;builtin function;standard library helper;string formatting change;join/split usage
128,helper function extraction; input validation; empty input handling; type conversion; copy before mutation; branch reordering; behavior change,helper function extraction; exception handling; input validation; behavior change; type conversion; builtin function,function extraction; type check; input validation; slicing; behavior change; mathematical formula; builtin function; standard library helper; conditional branch; import reorganization,behavior change;algorithmic change;helper function extraction;type check;input validation;exception handling;copy before mutation;slicing;builtin function;import reorganization,function definition; input validation; exception handling; behavior change; type conversion; slicing; builtin function; list comprehension
129,helper function extraction; import reorganization; input validation; type check; type conversion; tuple unpacking; early return; combined condition; guard clause; mathematical formula; slicing; algorithmic change; conditional logic,helper function extraction; import reorganization; string formatting change; type conversion; input validation; behavior change; builtin function; early return; guard clause; slicing,helper function extraction;input validation;early return;builtin function;mathematical formula;grid-based transformation,helper function extraction; import reorganization; input validation; type conversion; early return; flattened conditional; mathematical formula; slicing; behavior change; type check; membership test; builtin function,helper function extraction; input validation; early return; guard clause; variable renaming; builtin function; mathematical formula; type check; slicing; standard library helper
130,helper function extraction; type conversion; input validation; empty input handling; array indexing; broadcasting; variable renaming; builtin function; mathematical formula; default value handling,helper function extraction;type conversion;input validation;empty input handling;array reshaping;temporary variable;mathematical formula;branch reordering,function definition;parameter renaming;type conversion;input validation;loop rewrite;vectorization;temporary variable;builtin function;conditional expression;behavior change,function definition; parameter renaming; default value handling; type conversion; input validation; behavior change; loop rewrite; nested conditional; temporary variable; mathematical formula; builtin function,function definition;import reorganization;type conversion;input validation;shape manipulation;empty input handling;guard clause;broadcasting strategy change;data access pattern change;variable renaming;builtin function;conditional expression
131,helper function extraction;empty input handling;slicing;temporary variable;branch reordering;builtin function,helper function extraction; parameter renaming; import reorganization; empty input handling; boundary case handling; for loop; index-based loop; temporary variable; accumulator list; list conversion; builtin function,helper function extraction; empty input handling; guard clause; standard library helper; builtin function; temporary variable; variable renaming; literal rewrite; behavior change,helper function extraction;input validation;empty input handling;slicing;builtin function;default value handling;tensor reshaping;mathematical formula,helper function extraction; import reorganization; empty input handling; temporary variable; builtin function; mathematical formula; broadcasting strategy; default value handling
132,new function implementation; loop rewrite; conditional expression; temporary variable; accumulator list; type conversion; builtin function; mathematical formula; input validation; empty input handling; boundary case handling; default value,helper function extraction;recursion;memoization;accumulator list;loop rewrite;conditional expression;early return;type conversion;input validation;boundary case handling;default value handling;builtin function;slicing,helper function extraction;in-place mutation;loop rewrite;accumulator list;early return;guard clause;builtin function;type conversion;input validation;vectorization;mathematical formula;robust,helper function extraction; loop rewrite; dynamic programming; mathematical formula; conditional expression; type conversion; input validation; empty input handling; boundary case handling; temporary variable; accumulator list; list conversion; builtin function,helper function extraction; loop rewrite; accumulator list; generator expression; builtin function; early return; guard clause; zero division prevention; mathematical formula; dynamic programming; tensorization; boundary case handling; type conversion
133,helper function extraction; import reorganization; input validation; type check; boundary case handling; variable renaming; behavior change; mathematical formula; temporary variable,helper function extraction; input validation; variable renaming; boundary case handling; temporary variable; import reorganization,function definition; import reorganization; input validation; exception handling; mathematical formula; conditional expression; nested conditional; temporary variable; variable renaming,function definition;input validation;type conversion;numpy usage;slicing;boundary case handling;conditional expression;temporary variable;accumulator list;variable renaming;literal rewrite,helper function extraction;recursion;divide and conquer;input validation;exception handling;builtin function;type check;default value handling;list conversion;accumulator list;tuple unpacking;branch reordering
134,helper function extraction; input validation; empty input handling; variable renaming; behavior change; list comprehension; sorting-based approach; branch reordering,helper function extraction; input validation; empty input handling; mathematical formula; algorithmic change; tuple unpacking; variable renaming; lambda expression; default value handling,algorithmic change;behavior change;function extraction;input validation;default value handling;variable renaming;temporary variable;tuple unpacking;nested conditional,helper function extraction; parameter renaming; variable renaming; empty input handling; boundary case handling; behavior change; mathematical formula; branch reordering; combined condition; literal rewrite,function definition; empty input handling; early return; variable renaming; tuple unpacking; mathematical formula; conditional expression; tuple comparison; algorithmic change
135,helper function extraction; parameter addition; import reorganization; input validation; type check; temporary variable; empty input handling; guard clause; type conversion; operator rewrite; variable renaming; slicing; builtin function;,helper function extraction; import reorganization; input validation; type check; boundary case handling; empty input handling; type conversion; variable renaming; builtin function; behavior change; default value handling,function definition; import reorganization; input validation; type check; empty input handling; early return; type conversion; for loop; slicing; accumulator list; list conversion; mathematical formula; divide and conquer,helper function extraction; import reorganization; input validation; type check; boundary case handling; empty input handling; behavior change; type conversion; loop rewrite; for loop; index-based loop; branch re,function definition; import reorganization; input validation; type check; loop rewrite; brute force; accumulator list; conditional expression; type conversion; default value handling
136,function definition; type hinting; default value handling; builtin function; numerical stability; behavior change; flattened conditional; temporary variable; type conversion; copy before mutation; mathematical formula,helper function extraction; default value handling; type conversion; type check; numerical stability; temporary variable; builtin function; membership test; conditional expression; function definition; parameter renaming; variable renaming; input,helper function extraction;type conversion;default value handling;input validation;builtin function;combined condition;conditional expression;vectorization;mathematical formula;numerical stability;parameter renaming,helper function extraction;parameter renaming;default value handling;type conversion;builtin function;robustness improvement;mathematical formula;conditional expression;empty input handling;behavior change,helper function extraction;type conversion;builtin function;numerical stability;input validation;conditional expression;flattened conditional;default value handling;parameter renaming;function renaming;import reorganization;membership test
137,helper function extraction;parameter renaming;default value handling;type conversion;library change;loop rewrite;mathematical formula;state variable;dictionary lookup;behavior change;string formatting change;empty input,helper function extraction;parameterization;type conversion;mathematical formula;vectorization;range refinement;default value handling;builtin function;numpy usage,helper function extraction;parameter renaming;type conversion;state variable;loop rewrite;nested conditional;mathematical formula;builtin function;f-string;empty input handling;default value handling,helper function extraction; parameterization; input validation; type conversion; device handling; loop rewrite; for loop; nested conditional; try-except wrapper; mathematical formula; gradient-based optimization; state variable;,helper function extraction; parameterization; type conversion; algorithmic change; random search; iterative refinement; mathematical formula; nested loop; dictionary lookup; f-string
138,helper function extraction; input validation; builtin function; mathematical formula; temporary variable; slicing; behavior change; type conversion; default value handling,helper function extraction;import reorganization;input validation;builtin function;temporary variable;literal rewrite;type conversion;algorithmic change;behavior change;mathematical formula;default value handling,helper function extraction; input validation; builtin function; temporary variable; tuple unpacking; loop rewrite; manual vectorization; explicit type conversion; constant renaming; empty input handling; branch reordering; mathematical formula,helper function extraction; input validation; exception handling; type conversion; variable renaming; builtin function; mathematical formula; algorithmic change; conditional expression; boundary case handling,function definition; import reorganization; input validation; builtin function; type conversion; mathematical formula; algorithmic change; temporary variable; boundary case handling; default value handling
139,helper function extraction; input validation; builtin function; type conversion; variable renaming; mathematical formula; slicing; stack-based; numerical stability; error suppression,function extraction; input validation; type conversion; builtin function; standard library helper; behavior change; robustness; temporary variable; literal rewrite; import reorganization,function encapsulation;docstring addition;input validation;type check;temporary variable;builtin function;type conversion;literal rewrite;standard library helper;algorithmic change;vectorization;behavior change,helper function extraction; algorithmic change; input validation; type conversion; builtin function; mathematical formula; variable renaming; default value handling,helper function extraction; input validation; builtin function; mathematical formula; polar coordinate transformation; type conversion; error suppression; normalization; temporary variable; slicing; stack-based; import reorganization
140,helper function extraction; type hinting; import reorganization; exception handling; behavior change; builtin function; guard clause; type check; dictionary lookup; any/all usage,helper function extraction; type conversion; import reorganization; input validation; exception handling; try-except wrapper; standard library helper; loop rewrite; temporary variable; membership test; any/all usage; conditional logic,function extraction; type hinting; import reorganization; standard library helper; exception handling; loop rewrite; nested conditional; behavior change; accumulator dict; type check,helper function extraction; type check; import reorganization; exception handling; try-except wrapper; default value handling; builtin function; temporary variable; iterative argument binding`,helper function extraction; function renaming; import reorganization; builtin function; exception handling; try-except wrapper; behavior change; nested conditional; default value handling; early return; input validation; any/all
